"PARENT COMPANY","year","GHG"
"ALGONQUIN POWER & UTILITIES CORP","2015",176478
"ALGONQUIN POWER & UTILITIES CORP","2016",182690
"ALGONQUIN POWER & UTILITIES CORP","2017",157307
"ALGONQUIN POWER & UTILITIES CORP","2018",201661
"ALGONQUIN POWER FUND (AMERICA) INC","2011",58042
"ALGONQUIN POWER FUND (AMERICA) INC","2012",45635
"ALGONQUIN POWER FUND (AMERICA) INC","2013",61807
"ALGONQUIN POWER FUND (AMERICA) INC","2014",59922
"ALGONQUIN POWER SANGER LLC","2021",66763
"ALGONQUIN POWER SANGER LLC","2022",70675
"ALGONQUIN POWER WINDSOR LOCKS LLC","2021",97460
"ALGONQUIN POWER WINDSOR LOCKS LLC","2022",94906
"ALINDA CAPITAL PARTNERS LLC","2019",387896
"ALINDA CAPITAL PARTNERS LLC","2020",344923
"ALINDA CAPITAL PARTNERS LLC","2021",487098
"ALINDA CAPITAL PARTNERS LLC","2022",547841
"ALINDA INVESTMENTS LLC","2011",10173
"ALINDA INVESTMENTS LLC","2012",11599.5
"ALINDA INVESTMENTS LLC","2013",10836
"ALINDA INVESTMENTS LLC","2014",10698
"ALINDA INVESTMENTS LLC","2015",54429
"ALJ REGIONAL HOLDING CO","2011",28014
"ALJ REGIONAL HOLDING CO","2012",27983
"ALJ Regional Holdings, Inc.","2010",23588
"ALL AMERICAN ASPHALT","2015",12793
"ALL AMERICAN ASPHALT","2016",12670
"ALL AMERICAN OIL & GAS INC","2015",166042
"ALL AMERICAN OIL & GAS INC","2016",172127
"ALL AMERICAN OIL & GAS INC","2017",210291
"ALLEGHENY ENERGY SUPPLY CO LLC","2014",7857642.5
"ALLEGHENY SUPPLY CO LLC","2014",717402.5
"ALLEGHENY TECHNOLOGIES INC","2011",436989
"ALLEGHENY TECHNOLOGIES INC","2012",469393
"ALLEGHENY TECHNOLOGIES INC","2013",452517
"ALLEGHENY TECHNOLOGIES INC","2014",539205
"ALLEGHENY TECHNOLOGIES INC","2015",469047
"ALLEGHENY TECHNOLOGIES INC","2016",342455
"ALLEGHENY TECHNOLOGIES INC","2017",354371
"ALLEGHENY TECHNOLOGIES INC","2018",397203
"ALLEGHENY TECHNOLOGIES INC","2019",416004
"ALLEGHENY TECHNOLOGIES INC","2020",325869
"ALLEGHENY TECHNOLOGIES INC","2021",300870
"ALLEGHENY TECHNOLOGIES INC","2022",315910
"ALLEGIANCE REFINING LLC","2022",83152
"ALLEN COUNTY KANSAS","2015",57500
"ALLEN COUNTY KANSAS","2016",57310
"ALLEN COUNTY KANSAS","2017",63782
"ALLEN COUNTY KANSAS","2018",66064
"ALLENS INC","2011",31023
"ALLENS INC","2012",27927
"ALLENS INC","2013",7664
"ALLETE INC","2015",8082482.2
"ALLETE INC","2016",8011310.3
"ALLETE INC","2017",7128997
"ALLETE INC","2018",7165791.6
"ALLETE INC","2019",4710571
"ALLETE INC","2020",4243024.9
"ALLETE INC","2021",4987019.3
"ALLETE INC","2022",5052398.8
"ALLETE, Inc","2011",1436
"ALLETE, Inc","2012",7736
"ALLETE, Inc","2013",2228
"ALLETE, Inc","2014",2191
"ALLETE, Inc.","2011",9705472
"ALLETE, Inc.","2012",8731388.5
"ALLETE, Inc.","2013",9488121.3
"ALLETE, Inc.","2014",8960208.3
"ALLIANCE COAL LLC","2015",2458053
"ALLIANCE COAL LLC","2016",2831277
"ALLIANCE COAL LLC","2017",2292217
"ALLIANCE COAL LLC","2018",2540867
"ALLIANCE COAL LLC","2019",2923574
"ALLIANCE COAL, LP","2020",218027
"ALLIANCE ENERGY GROUP","2016",76848
"ALLIANCE ENERGY GROUP","2017",37712
"ALLIANCE ENERGY GROUP","2018",58503
"ALLIANCE ENERGY GROUP LLC","2019",20314
"ALLIANCE ENERGY GROUP LLC","2020",18024
"ALLIANCE ENERGY GROUP LLC","2021",33757
"ALLIANCE ENERGY GROUP LLC","2022",26555
"ALLIANCE HOLDINGS GP LP","2020",515971
"ALLIANCE HOLDINGS GP LP","2021",2013275
"ALLIANCE HOLDINGS GP LP","2022",2502140
"ALLIANCE PIPELINE LP","2020",229445.5
"ALLIANCE PIPELINE LP","2021",289031.5
"ALLIANT ENERGY CORP","2011",16637486.828
"ALLIANT ENERGY CORP","2012",15346427.562
"ALLIANT ENERGY CORP","2013",15809906.76
"ALLIANT ENERGY CORP","2014",15053103.158
"ALLIANT ENERGY CORP","2015",15200857.1788
"ALLIANT ENERGY CORP","2016",13167015.7784
"ALLIANT ENERGY CORP","2017",15007979.4696
"ALLIANT ENERGY CORP","2018",15848352.0736
"ALLIANT ENERGY CORP","2019",13316423.2138
"ALLIANT ENERGY CORP","2020",11815472.9964
"ALLIANT ENERGY CORP","2021",14981640.5082
"ALLIANT ENERGY CORP","2022",12789213.1614
"ALLIANT TECHSYSTEMS INC","2011",379823
"ALLIANT TECHSYSTEMS INC","2012",68288
"ALLIANT TECHSYSTEMS INC","2013",72431
"ALLIANT TECHSYSTEMS INC","2014",59749
"ALLIED WASTE TRANSPORATION INC","2015",6458.974164
"ALLIED WASTE TRANSPORATION INC","2016",5746.977012
"ALLIED WASTE TRANSPORATION INC","2017",5280.978876
"ALLIED WASTE TRANSPORATION INC","2018",5204.97918
"ALLISON TRANSMISSION HOLDINGS INC","2019",25576
"ALLISON TRANSMISSION HOLDINGS INC","2020",22579
"ALLISON TRANSMISSION HOLDINGS INC","2021",27386
"ALLISON TRANSMISSION HOLDINGS INC","2022",6230
"ALLISON TRANSMISSION INC","2016",25660
"ALLISON TRANSMISSION INC","2017",22204
"ALLISON TRANSMISSION INC","2018",24780
"ALLISON TRANSMISSION, INC","2011",25287
"ALLISON TRANSMISSION, INC","2012",26825
"ALLISON TRANSMISSION, INC","2013",24678
"ALLISON TRANSMISSION, INC","2014",28705
"ALMATIS INC","2011",291
"ALMATIS INC","2012",26206
"ALMATIS INC","2013",50
"ALMATIS INC","2014",54560
"ALMATIS INC","2015",53957
"ALMATIS INC","2016",276951
"ALMATIS INC","2017",85575
"ALMATIS INC","2018",297923
"ALMATIS INC","2019",313258
"ALMATIS INC","2020",48299
"ALMATIS INC","2021",68153
"ALMATIS INC","2022",67720
"ALON USA LP","2011",298820
"ALON USA LP","2012",278641
"ALON USA LP","2013",67904
"ALON USA LP","2014",45824
"ALON USA LP","2015",1310059
"ALON USA LP","2016",1316840
"ALON USA LP","2017",1310344
"ALON USA LP","2018",1316629
"ALPHA & OMEGA SEMICONDUCTOR","2015",62094
"ALPHA & OMEGA SEMICONDUCTOR","2016",79505
"ALPHA & OMEGA SEMICONDUCTOR","2017",95538
"ALPHA & OMEGA SEMICONDUCTOR","2018",89988
"ALPHA & OMEGA SEMICONDUCTOR","2019",94713
"ALPHA & OMEGA SEMICONDUCTOR","2020",94209
"ALPHA & OMEGA SEMICONDUCTOR","2021",97882
"ALPHA & OMEGA SEMICONDUCTOR","2022",106933
"ALPHA METALLURGICAL RESOURCES INC","2021",1277896
"ALPHA METALLURGICAL RESOURCES INC","2022",1366336
"ALPHA NATURAL RESOURCES LLC","2011",1111371
"ALPHA NATURAL RESOURCES LLC","2012",702317
"ALPHA NATURAL RESOURCES LLC","2013",542082
"ALPHA NATURAL RESOURCES LLC","2014",484991
"ALPHA NATURAL RESOURCES LLC","2015",4042610
"ALPHA NATURAL RESOURCES LLC","2016",218809
"ALPHA NATURAL RESOURCES LLC","2017",116219
"ALPHA NATURAL RESOURCES LLC","2018",87276
"ALPHABET INC","2019",19992.588
"ALPHABET INC","2020",22577.226
"ALPHABET INC","2021",20966.534
"ALPHABET INC","2022",13487.438
"ALPHAGEN POWER LLC","2011",476333
"ALPHAGEN POWER LLC","2012",796051
"ALPHAGEN POWER LLC","2013",410094
"ALPHAGEN POWER LLC","2014",283161
"ALPHAPET INC","2011",33683
"ALPHAPET INC","2012",29308
"ALPHAPET INC","2013",31507
"ALPHAPET INC","2014",36065
"ALPHAPET INC","2015",40264
"ALPHAPET INC","2016",43868
"ALPHAPET INC","2017",41170
"ALPHAPET INC","2018",44367
"ALPHAPET INC","2019",42711
"ALPHAPET INC","2020",46223
"ALPHAPET INC","2021",43348
"ALPHAPET INC","2022",39507
"ALPINE ENERGY, LLC","2011",992.3553
"ALPINE ENERGY, LLC","2012",1344.7746
"ALPINE ENERGY, LLC","2013",930.816
"ALPINE ENERGY, LLC","2014",909
"ALPONT LLC","2020",47333
"ALPONT LLC","2021",56853
"ALPONT LLC","2022",64214
"ALSTOM INC","2011",5520
"ALSTOM INC","2012",48996
"ALSTOM INC","2013",27513
"ALSTOM INC","2014",13879
"ALSTOM INC","2015",17702
"ALSTOM INC","2016",3823.338
"ALSTOM INC","2017",6849.274
"ALTA MESA RESOURCES INC","2020",321390
"ALTA MESA RESOURCES INC","2021",368755
"ALTA MESA RESOURCES INC","2022",462909
"ALTA MESA SERVICES LP","2015",286283
"ALTA MESA SERVICES LP","2016",102351
"ALTA MESA SERVICES LP","2017",302317
"ALTA MESA SERVICES LP","2018",593964
"ALTA MESA SERVICES LP","2019",501004
"ALTAGAS LTD","2015",546813.69
"ALTAGAS LTD","2016",532612.38
"ALTAGAS LTD","2017",1124973.89
"ALTAGAS LTD","2018",1302685.7
"ALTAGAS RIPON ENERGY INC","2021",2389
"ALTAGAS SERVICES (US) INC","2019",828623.3
"ALTAGAS SERVICES (US) INC","2020",975770.13
"ALTAGAS SERVICES (US) INC","2021",1091624.83
"ALTAGAS SERVICES (US) INC","2022",829565
"ALTEN LLC","2016",34473
"ALTEN LLC","2017",20499
"ALTEN LLC","2018",23935
"ALTEN LLC","2019",29118
"ALTERNA CAPITAL PARTNERS","2016",155130.6284
"ALTERNA CAPITAL PARTNERS","2017",218897
"ALTERNA CAPITAL PARTNERS","2018",289874
"ALTERNA CAPITAL PARTNERS","2019",143578
"ALTERNA CAPITAL PARTNERS","2020",173383
"ALTERNA CAPITAL PARTNERS","2021",178741
"ALTERNA CAPITAL PARTNERS","2022",176311
"ALTIVIA CORP","2019",60866
"ALTIVIA CORP","2020",48315
"ALTIVIA CORP","2021",26970
"ALTIVIA CORP","2022",27364
"ALTIVIA PETROCHEMICALS LLC","2016",8088
"ALTIVIA PETROCHEMICALS LLC","2017",24326
"ALTIVIA PETROCHEMICALS LLC","2018",45397
"ALTIVIA Petrochemicals LLC","2015",17893
"ALTIVIA SERVICES LLC","2020",79412
"ALTIVIA SERVICES LLC","2021",101392
"ALTIVIA SERVICES LLC","2022",105582
"ALTIVIA Services, LLC","2019",94887
"ALTO INGREDIENTS INC","2020",437036
"ALTO INGREDIENTS INC","2021",541401
"ALTO INGREDIENTS INC","2022",594822
"ALTON STEEL INC","2011",65345
"ALTON STEEL INC","2012",64545
"ALTON STEEL INC","2013",57712
"ALTON STEEL INC","2014",59393
"ALTON STEEL INC","2015",41464
"ALTON STEEL INC","2016",32032
"ALTON STEEL INC","2017",33930
"ALTON STEEL INC","2018",33551
"ALTON STEEL INC","2019",34862
"ALTON STEEL INC","2020",30371
"ALTON STEEL INC","2021",35074
"ALTON STEEL INC","2022",22162
"ALTRIA GROUP INC","2011",198995
"ALTRIA GROUP INC","2012",221465
"ALTRIA GROUP INC","2013",203190
"ALTRIA GROUP INC","2014",120871
"ALTRIA GROUP INC","2015",110806
"ALTRIA GROUP INC","2016",93324
"ALTRIA GROUP INC","2017",91423
"ALTRIA GROUP INC","2018",92514
"ALTRIA GROUP INC","2019",87832
"ALTRIA GROUP INC","2020",76442
"ALTRIA GROUP INC","2021",75329
"ALTRIA GROUP INC","2022",72568
"ALUMINA LTD","2015",383996.4
"ALUMINA LTD","2016",76418.4
"ALUMINA LTD","2017",6951.6
"ALUMINA LTD","2018",7258.4
"ALYESKA PIPELINE SERVICE CO","2011",290587
"ALYESKA PIPELINE SERVICE CO","2012",320661
"ALYESKA PIPELINE SERVICE CO","2013",331189
"ALYESKA PIPELINE SERVICE CO","2014",351342
"ALYESKA PIPELINE SERVICE CO","2015",309864
"ALYESKA PIPELINE SERVICE CO","2016",260908
"ALYESKA PIPELINE SERVICE CO","2017",240966
"ALYESKA PIPELINE SERVICE CO","2018",230461
"ALYESKA PIPELINE SERVICE CO","2019",202256
"ALYESKA PIPELINE SERVICE CO","2020",211266
"ALYESKA PIPELINE SERVICE CO","2021",181881
"ALYESKA PIPELINE SERVICE CO","2022",206393
"AM/NS CALVERT","2015",447237
"AM/NS CALVERT","2016",488125
"AM/NS CALVERT","2017",519993
"AM/NS CALVERT","2018",519879
"AM/NS CALVERT LLC","2019",524312
"AM/NS CALVERT LLC","2020",467304
"AM/NS CALVERT LLC","2021",558098
"AM/NS CALVERT LLC","2022",518893
"AM/NS Calvert","2014",441290
"AMALGAMATED BANK OF CHICAGO","2015",41437
"AMALGAMATED BANK OF CHICAGO","2016",39156
"AMALGAMATED BANK OF CHICAGO","2017",37769
"AMALGAMATED BANK OF CHICAGO","2018",38234
"AMALGAMATED INVESTMENTS CO","2019",43700
"AMALGAMATED INVESTMENTS CO","2020",41569
"AMALGAMATED INVESTMENTS CO","2021",38150
"AMALGAMATED INVESTMENTS CO","2022",37851
"AMALGAMATED SUGAR CO","2022",231527
"AMALGAMATED SUGAR CO OREGON COOPERATIVE CORP","2022",638678
"AMALGAMATED WARBASSE HOUSES INC","2015",32521
"AMALGAMATED WARBASSE HOUSES INC","2016",32291
"AMALGAMATED WARBASSE HOUSES INC","2017",32111
"AMALGAMATED WARBASSE HOUSES INC","2018",33259
"AMALGAMATED WARBASSE HOUSES TENANTS ASSOC INC","2019",31330
"AMALGAMATED WARBASSE HOUSES TENANTS ASSOC INC","2020",33026
"AMALGAMATED WARBASSE HOUSES TENANTS ASSOC INC","2021",31291
"AMALGAMATED WARBASSE HOUSES TENANTS ASSOC INC","2022",32780
"AMCOL International","2011",97288
"AMCOL International","2012",70582
"AMCOL International","2013",73147
"AMEREN CORP","2011",59061351
"AMEREN CORP","2012",48393426
"AMEREN CORP","2013",30394280
"AMEREN CORP","2014",30577916
"AMEREN CORP","2015",28453791
"AMEREN CORP","2016",26712470
"AMEREN CORP","2017",30114578
"AMEREN CORP","2018",29503097
"AMEREN CORP","2019",24314882
"AMEREN CORP","2020",25861847
"AMEREN CORP","2021",28088793
"AMEREN CORP","2022",24863598
"AMERICAN AIR LIQUIDE HOLDINGS INC","2015",6334476
"AMERICAN AIR LIQUIDE HOLDINGS INC","2016",6384933
"AMERICAN AIR LIQUIDE HOLDINGS INC","2017",6283132
"AMERICAN AIR LIQUIDE HOLDINGS INC","2018",6258372
"AMERICAN AIR LIQUIDE HOLDINGS INC","2019",6268420
"AMERICAN AIR LIQUIDE HOLDINGS INC","2020",6116558
"AMERICAN AIR LIQUIDE HOLDINGS INC","2021",5887086
"AMERICAN AIR LIQUIDE HOLDINGS INC","2022",6270072
"AMERICAN AIR LIQUIDE HOLDINGS, INC","2011",114174
"AMERICAN AIR LIQUIDE HOLDINGS, INC","2012",663706
"AMERICAN AIR LIQUIDE HOLDINGS, INC","2013",116909
"AMERICAN AIR LIQUIDE HOLDINGS, INC","2014",218128
"AMERICAN AIRLINES GROUP","2015",38145
"AMERICAN AIRLINES GROUP","2016",35093
"AMERICAN AIRLINES GROUP","2017",37409
"AMERICAN AIRLINES GROUP","2018",40062
"AMERICAN AIRLINES GROUP INC","2019",42300
"AMERICAN AIRLINES GROUP INC","2020",40397
"AMERICAN AIRLINES GROUP INC","2021",38165
"AMERICAN AIRLINES GROUP INC","2022",35269
"AMERICAN BITUMINOUS POWER PARTNERS","2011",913410
"AMERICAN BITUMINOUS POWER PARTNERS","2012",915751
"AMERICAN BITUMINOUS POWER PARTNERS","2013",953249
"AMERICAN BITUMINOUS POWER PARTNERS","2014",839249
"AMERICAN BITUMINOUS POWER PARTNERS","2015",751369
"AMERICAN BITUMINOUS POWER PARTNERS","2016",925923
"AMERICAN BITUMINOUS POWER PARTNERS","2017",972369
"AMERICAN BITUMINOUS POWER PARTNERS","2018",955154
"AMERICAN BITUMINOUS POWER PARTNERS LP","2019",837597
"AMERICAN BITUMINOUS POWER PARTNERS LP","2020",762979
"AMERICAN BITUMINOUS POWER PARTNERS LP","2021",772530
"AMERICAN BITUMINOUS POWER PARTNERS LP","2022",759638
"AMERICAN CAST IRON PIPE CO","2015",155966
"AMERICAN CAST IRON PIPE CO","2016",148682
"AMERICAN CAST IRON PIPE CO","2017",154580
"AMERICAN CAST IRON PIPE CO","2018",170181
"AMERICAN CAST IRON PIPE CO","2019",152463
"AMERICAN CAST IRON PIPE CO","2020",147810
"AMERICAN CAST IRON PIPE CO","2021",175270
"AMERICAN CAST IRON PIPE CO","2022",168768
"AMERICAN CONSOLIDATED NATURAL RESOURCES INC","2021",6592622
"AMERICAN CONSOLIDATED NATURAL RESOURCES INC","2022",5277013
"AMERICAN CONSOLIDATED NATURAL RESOURCES, INC","2020",6652449
"AMERICAN CRYSTAL SUGAR CO","2011",1964201
"AMERICAN CRYSTAL SUGAR CO","2012",2212986
"AMERICAN CRYSTAL SUGAR CO","2013",2248504
"AMERICAN CRYSTAL SUGAR CO","2014",2185219
"AMERICAN CRYSTAL SUGAR CO","2015",1875663
"AMERICAN CRYSTAL SUGAR CO","2016",1943632
"AMERICAN CRYSTAL SUGAR CO","2017",2093094
"AMERICAN CRYSTAL SUGAR CO","2018",2114206
"AMERICAN CRYSTAL SUGAR CO","2019",2078229
"AMERICAN CRYSTAL SUGAR CO","2020",1723766
"AMERICAN CRYSTAL SUGAR CO","2021",1903309
"AMERICAN CRYSTAL SUGAR CO","2022",1949590
"AMERICAN EAGLE ENERGY CORP","2015",18656
"AMERICAN ELECTRIC POWER","2011",130953378.28738
"AMERICAN ELECTRIC POWER","2012",117231316.22775
"AMERICAN ELECTRIC POWER","2013",110654692.5318
"AMERICAN ELECTRIC POWER","2014",120764768.27537
"AMERICAN ELECTRIC POWER","2015",99819972.0469
"AMERICAN ELECTRIC POWER","2016",91666059.38786
"AMERICAN ELECTRIC POWER","2017",69663175.54479
"AMERICAN ELECTRIC POWER","2018",68398478.00717
"AMERICAN ELECTRIC POWER CO INC","2019",70021201.59257
"AMERICAN ELECTRIC POWER CO INC","2020",54382474.17485
"AMERICAN ELECTRIC POWER CO INC","2021",62963172.8792
"AMERICAN ELECTRIC POWER CO INC","2022",58677513.2008
"AMERICAN ENERGY CORP","2015",250250
"AMERICAN ENERGY CORP","2016",215415
"AMERICAN ENERGY CORP","2017",214067
"AMERICAN ENERGY CORP","2018",259656
"AMERICAN ENERGY PARTNERS LP","2015",403223
"AMERICAN ENVIRONMENTAL LANDFILL INC","2011",110730
"AMERICAN ENVIRONMENTAL LANDFILL INC","2012",107679
"AMERICAN ENVIRONMENTAL LANDFILL INC","2013",96413
"AMERICAN ENVIRONMENTAL LANDFILL INC","2014",105823
"AMERICAN ENVIRONMENTAL LANDFILL INC","2015",136427
"AMERICAN ENVIRONMENTAL LANDFILL INC","2016",144792
"AMERICAN ENVIRONMENTAL LANDFILL INC","2017",143363
"AMERICAN ENVIRONMENTAL LANDFILL INC","2018",149209
"AMERICAN ENVIRONMENTAL LANDFILL INC","2019",174307
"AMERICAN ENVIRONMENTAL LANDFILL INC","2020",233354
"AMERICAN ENVIRONMENTAL LANDFILL INC","2021",201370
"AMERICAN ENVIRONMENTAL LANDFILL INC","2022",241506
"AMERICAN HONDA MOTOR CO INC","2010",48295
"AMERICAN HONDA MOTOR CO INC","2011",130265
"AMERICAN HONDA MOTOR CO INC","2012",146423
"AMERICAN HONDA MOTOR CO INC","2013",193228
"AMERICAN HONDA MOTOR CO INC","2014",206844
"AMERICAN HONDA MOTOR CO INC","2015",227254
"AMERICAN HONDA MOTOR CO INC","2016",228108
"AMERICAN HONDA MOTOR CO INC","2017",229157
"AMERICAN HONDA MOTOR CO INC","2018",251533
"AMERICAN HONDA MOTOR CO INC","2019",230847
"AMERICAN HONDA MOTOR CO INC","2020",199226
"AMERICAN HONDA MOTOR CO INC","2021",213548
"AMERICAN HONDA MOTOR CO INC","2022",220236
"AMERICAN MIDSTREAM GP, LLC","2014",107372
"AMERICAN MIDSTREAM PARTNERS LP","2015",182173
"AMERICAN MIDSTREAM PARTNERS LP","2016",276038
"AMERICAN MIDSTREAM PARTNERS LP","2017",265972
"AMERICAN MIDSTREAM PARTNERS LP","2018",200585
"AMERICAN MIDSTREAM PARTNERS, LP","2011",42632
"AMERICAN MIDSTREAM PARTNERS, LP","2012",40858
"AMERICAN MIDSTREAM PARTNERS, LP","2013",40396
"AMERICAN MIDSTREAM PARTNERS, LP","2014",31469
"AMERICAN MUNICIPAL POWER","2011",71154
"AMERICAN MUNICIPAL POWER","2012",1352355
"AMERICAN MUNICIPAL POWER","2013",1040867
"AMERICAN MUNICIPAL POWER","2014",906385
"AMERICAN MUNICIPAL POWER","2015",1277223
"AMERICAN MUNICIPAL POWER","2016",1011676
"AMERICAN MUNICIPAL POWER","2017",1175377
"AMERICAN MUNICIPAL POWER","2018",1506491
"AMERICAN MUNICIPAL POWER INC","2019",1336519
"AMERICAN MUNICIPAL POWER INC","2020",1353141
"AMERICAN MUNICIPAL POWER INC","2021",1404363
"AMERICAN MUNICIPAL POWER INC","2022",1510775
"AMERICAN NATURAL RESOURCES CO","2020",994803
"AMERICAN NATURAL RESOURCES CO","2021",752371
"AMERICAN NATURAL RESOURCES CO","2022",12359
"AMERICAN PROTEINS INC","2011",219168
"AMERICAN PROTEINS INC","2012",227827
"AMERICAN PROTEINS INC","2013",226903
"AMERICAN PROTEINS INC","2014",232948
"AMERICAN PROTEINS INC","2015",244204
"AMERICAN PROTEINS INC","2016",247074
"AMERICAN PROTEINS INC","2017",239107
"AMERICAN REFINING GROUP","2011",169140
"AMERICAN REFINING GROUP","2012",168483
"AMERICAN REFINING GROUP","2013",164522
"AMERICAN REFINING GROUP","2014",158751
"AMERICAN REFINING GROUP INC","2015",147292
"AMERICAN REFINING GROUP INC","2016",135114
"AMERICAN REFINING GROUP INC","2017",116210
"AMERICAN REFINING GROUP INC","2018",131504
"AMERICAN REFINING GROUP INC","2019",126709
"AMERICAN REFINING GROUP INC","2020",115866
"AMERICAN REFINING GROUP INC","2021",125098
"AMERICAN REFINING GROUP INC","2022",111089
"AMERICAN STANDARD BRANDS","2011",108121
"AMERICAN STANDARD BRANDS","2012",107203
"AMERICAN STANDARD BRANDS","2013",116737
"AMERICAN STANDARD BRANDS","2014",125508
"AMERICAN STANDARD BRANDS CO","2015",113308
"AMERICAN STANDARD BRANDS CO","2016",94328
"AMERICAN STANDARD BRANDS CO","2017",96604
"AMERICAN STANDARD BRANDS CO","2018",88695
"AMERICAN SUGAR REFINING INC","2011",297245
"AMERICAN SUGAR REFINING INC","2012",293775
"AMERICAN SUGAR REFINING INC","2013",300429
"AMERICAN SUGAR REFINING INC","2014",304569
"AMERICAN SUGAR REFINING INC","2015",313080
"AMERICAN SUGAR REFINING INC","2016",317744
"AMERICAN SUGAR REFINING INC","2017",299455
"AMERICAN SUGAR REFINING INC","2018",438381
"AMERICAN ZINC RECYCLING LLC","2019",479371.9
"AMERICAN ZINC RECYCLING LLC","2020",436879.7
"AMERICAS MINING CORP","2011",125317
"AMERICAS MINING CORP","2012",119233
"AMERICAS MINING CORP","2013",113358
"AMERICAS MINING CORP","2014",115099
"AMERICAS MINING CORP","2015",109685
"AMERICAS MINING CORP","2016",111603
"AMERICAS MINING CORP","2017",100435
"AMERICAS MINING CORP","2018",103199
"AMERICAS MINING CORP","2019",92106
"AMERICAS MINING CORP","2020",17402
"AMERICAS MINING CORP","2021",17747
"AMERICAS MINING CORP","2022",11391
"AMF Hawaii Investments Holdings, LLC","2022",25495
"AMGEN INC","2011",55163
"AMGEN INC","2012",50560
"AMGEN INC","2013",50646
"AMGEN INC","2014",49618
"AMGEN INC","2015",51503
"AMGEN INC","2016",49630
"AMGEN INC","2017",28149
"AMGEN INC","2018",25065
"AMGEN INC","2019",35994
"AMGEN INC","2020",49617
"AMGEN INC","2021",41580
"AMGEN INC","2022",36979
"AMHERST COUNTY LANDFILL","2018",23442
"AMP ANGELINA LLC","2018",32228
"AMP ANGELINA LLC","2019",210780
"AMP ANGELINA LLC","2020",92295
"AMP ANGELINA LLC","2021",48246
"AMP II ETX GATHERING I LLC","2021",90311
"AMP II ETX Gathering I LLC","2020",68269
"AMPCO-PITTSBURGH CORP","2011",32011
"AMPCO-PITTSBURGH CORP","2012",31506
"AMPCO-PITTSBURGH CORP","2013",31719
"AMPCO-PITTSBURGH CORP","2014",32259
"AMPCO-PITTSBURGH CORP","2015",31818
"AMPCO-PITTSBURGH CORP","2016",33434
"AMPCO-PITTSBURGH CORP","2017",40422
"AMPCO-PITTSBURGH CORP","2018",37495
"AMPCO-PITTSBURGH CORP","2019",34940
"AMPCO-PITTSBURGH CORP","2020",32717
"AMPCO-PITTSBURGH CORP","2021",38290
"AMPCO-PITTSBURGH CORP","2022",39627
"AMPLIFY ENERGY CORP","2019",49309
"AMPLIFY ENERGY CORP","2020",53084
"AMPLIFY ENERGY CORP","2021",44129
"AMPLIFY ENERGY CORP","2022",16002
"AMR Corporation","2010",53834
"AMR Corporation","2011",45318
"AMR Corporation","2012",42155
"AMR Corporation","2013",41972
"AMSTED INDUSTRIES INC","2015",17952.9
"AMSTED INDUSTRIES INC","2019",18718
"AMSTED INDUSTRIES INC","2020",8873
"AMSTED INDUSTRIES INC","2021",12617.91
"AMSTED INDUSTRIES INC","2022",28670
"AMSTED RAIL CO INC","2015",27569
"AMSTED RAIL CO INC","2016",19262
"AMSTED RAIL CO INC","2017",17895
"AMSTED RAIL CO INC","2018",21269
"ANADARKO PETROLEUM CORP","2011",4978612.8674
"ANADARKO PETROLEUM CORP","2012",1262517.1978
"ANADARKO PETROLEUM CORP","2013",1264513.4884
"ANADARKO PETROLEUM CORP","2014",6025728.4604
"ANADARKO PETROLEUM CORP","2015",5283321.0464
"ANADARKO PETROLEUM CORP","2016",7591479.5618
"ANADARKO PETROLEUM CORP","2017",5941603.2372
"ANADARKO PETROLEUM CORP","2018",5098857.42
"ANADARKO PETROLEUM CORPORATION","2011",38739.36
"ANADARKO PETROLEUM CORPORATION","2012",31133
"ANADARKO US OFFSHORE CORP","2015",9071.75
"ANADARKO US OFFSHORE CORP","2016",8684
"ANADARKO US OFFSHORE CORP","2017",8336.5
"ANADARKO US OFFSHORE CORP","2018",8566
"ANADARKO US OFFSHORE LLC","2022",30461.6202
"ANALOG DEVICES INC","2015",32999
"ANALOG DEVICES INC","2016",31656
"ANALOG DEVICES INC","2017",34325
"ANALOG DEVICES INC","2018",47633
"ANALOG DEVICES INC","2019",51711
"ANALOG DEVICES INC","2020",45912
"ANALOG DEVICES INC","2021",125755
"ANALOG DEVICES INC","2022",137479
