"","PARENT COMPANY","year","GHG"
"595","ALBERT EINSTEIN COLLEGE OF MEDICINE","2016",38218
"596","ALBERT EINSTEIN COLLEGE OF MEDICINE","2017",39028
"597","ALBERT EINSTEIN COLLEGE OF MEDICINE","2018",44983
"598","ALCAN PRIMARY PRODUCTS CORP","2011",623806
"599","ALCAN PRIMARY PRODUCTS CORP","2012",648216
"600","ALCOA CORP","2017",292536
"601","ALCOA CORP","2018",294014
"602","ALCOA CORP","2019",7165693
"603","ALCOA CORP","2020",7127478
"604","ALCOA CORP","2021",6358090
"605","ALCOA CORP","2022",6013951
"606","ALCOA INC","2011",10521772.8
"607","ALCOA INC","2012",10477641
"608","ALCOA INC","2013",10539366.4
"609","ALCOA INC","2014",10340156.8
"610","ALCOA INC","2015",10274259.6
"611","ALCOA INC","2016",6111473.6
"612","ALCOA INC","2017",4984694.4
"613","ALCOA INC","2018",7110334.6
"614","ALCON LABORATORIES INC","2015",33980
"615","ALCON LABORATORIES INC","2016",34735
"616","ALCON LABORATORIES INC","2017",33950
"617","ALCON LABORATORIES INC","2018",34130
"618","ALCON LABORATORIES INC","2019",30596
"619","ALCON LABORATORIES INC","2020",29741
"620","ALCON LABORATORIES INC","2021",31551
"621","ALCON LABORATORIES INC","2022",17599
"622","ALERIS CORP","2016",289467
"623","ALERIS CORP","2017",267815
"624","ALERIS CORP","2018",308877
"625","ALERIS CORP","2019",301491
"626","ALERIS INTERNATIONAL INC","2011",386203
"627","ALERIS INTERNATIONAL INC","2012",384010
"628","ALERIS INTERNATIONAL INC","2013",390328
"629","ALERIS INTERNATIONAL INC","2014",438186
"630","ALERIS INTERNATIONAL INC","2015",293890
"631","ALEXANDER & BALDWIN INC","2015",168178
"632","ALEXANDER & BALDWIN INC","2016",87643
"633","ALEXANDER & BALDWIN INC","2017",47931
"634","ALEXANDER & BALDWIN INC","2018",46984
"635","ALEXANDER & BALDWIN INC","2019",79260.2
"636","ALEXANDER & BALDWIN INC","2020",76420.1
"637","ALEXANDER & BALDWIN INC","2021",74248.6
"638","ALEXANDER & BALDWIN INC","2022",67331.4
"639","ALEXANDER & BALDWIN, INC","2011",179152
"640","ALEXANDER & BALDWIN, INC","2012",169181
"641","ALEXANDER & BALDWIN, INC","2013",192695
"642","ALEXANDER & BALDWIN, INC","2014",188545
"643","ALEXIN LLC","2015",26514
"644","ALEXIN LLC","2016",24212
"645","ALEXIN LLC","2017",26607
"646","ALEXIN LLC","2018",24961
"647","ALEXIN LLC","2019",25545
"648","ALEXIN LLC","2020",23882
"649","ALEXIN LLC","2021",23338
"650","ALEXIN LLC","2022",20598
"651","ALGONQUIN POWER & UTILITIES CORP","2015",176478
"652","ALGONQUIN POWER & UTILITIES CORP","2016",182690
"653","ALGONQUIN POWER & UTILITIES CORP","2017",157307
"654","ALGONQUIN POWER & UTILITIES CORP","2018",201661
"655","ALGONQUIN POWER FUND (AMERICA) INC","2011",58042
"656","ALGONQUIN POWER FUND (AMERICA) INC","2012",45635
"657","ALGONQUIN POWER FUND (AMERICA) INC","2013",61807
"658","ALGONQUIN POWER FUND (AMERICA) INC","2014",59922
"659","ALGONQUIN POWER SANGER LLC","2021",66763
"660","ALGONQUIN POWER SANGER LLC","2022",70675
"661","ALGONQUIN POWER WINDSOR LOCKS LLC","2021",97460
"662","ALGONQUIN POWER WINDSOR LOCKS LLC","2022",94906
"663","ALINDA CAPITAL PARTNERS LLC","2019",387896
"664","ALINDA CAPITAL PARTNERS LLC","2020",344923
"665","ALINDA CAPITAL PARTNERS LLC","2021",487098
"666","ALINDA CAPITAL PARTNERS LLC","2022",547841
"667","ALINDA INVESTMENTS LLC","2011",10173
"668","ALINDA INVESTMENTS LLC","2012",11599.5
"669","ALINDA INVESTMENTS LLC","2013",10836
"670","ALINDA INVESTMENTS LLC","2014",10698
"671","ALINDA INVESTMENTS LLC","2015",54429
"672","ALJ REGIONAL HOLDING CO","2011",28014
"673","ALJ REGIONAL HOLDING CO","2012",27983
"674","ALJ Regional Holdings, Inc.","2010",23588
"675","ALL AMERICAN ASPHALT","2015",12793
"676","ALL AMERICAN ASPHALT","2016",12670
"677","ALL AMERICAN OIL & GAS INC","2015",166042
"678","ALL AMERICAN OIL & GAS INC","2016",172127
"679","ALL AMERICAN OIL & GAS INC","2017",210291
"680","ALLEGHENY ENERGY SUPPLY CO LLC","2014",7857642.5
"681","ALLEGHENY SUPPLY CO LLC","2014",717402.5
"682","ALLEGHENY TECHNOLOGIES INC","2011",436989
"683","ALLEGHENY TECHNOLOGIES INC","2012",469393
"684","ALLEGHENY TECHNOLOGIES INC","2013",452517
"685","ALLEGHENY TECHNOLOGIES INC","2014",539205
"686","ALLEGHENY TECHNOLOGIES INC","2015",469047
"687","ALLEGHENY TECHNOLOGIES INC","2016",342455
"688","ALLEGHENY TECHNOLOGIES INC","2017",354371
"689","ALLEGHENY TECHNOLOGIES INC","2018",397203
"690","ALLEGHENY TECHNOLOGIES INC","2019",416004
"691","ALLEGHENY TECHNOLOGIES INC","2020",325869
"692","ALLEGHENY TECHNOLOGIES INC","2021",300870
"693","ALLEGHENY TECHNOLOGIES INC","2022",315910
"694","ALLEGIANCE REFINING LLC","2022",83152
"695","ALLEN COUNTY KANSAS","2015",57500
"696","ALLEN COUNTY KANSAS","2016",57310
"697","ALLEN COUNTY KANSAS","2017",63782
"698","ALLEN COUNTY KANSAS","2018",66064
"699","ALLENS INC","2011",31023
"700","ALLENS INC","2012",27927
"701","ALLENS INC","2013",7664
"702","ALLETE INC","2015",8082482.2
"703","ALLETE INC","2016",8011310.3
"704","ALLETE INC","2017",7128997
"705","ALLETE INC","2018",7165791.6
"706","ALLETE INC","2019",4710571
"707","ALLETE INC","2020",4243024.9
"708","ALLETE INC","2021",4987019.3
"709","ALLETE INC","2022",5052398.8
"710","ALLETE, Inc","2011",1436
"711","ALLETE, Inc","2012",7736
"712","ALLETE, Inc","2013",2228
"713","ALLETE, Inc","2014",2191
"714","ALLETE, Inc.","2011",9705472
"715","ALLETE, Inc.","2012",8731388.5
"716","ALLETE, Inc.","2013",9488121.3
"717","ALLETE, Inc.","2014",8960208.3
"718","ALLIANCE COAL LLC","2015",2458053
"719","ALLIANCE COAL LLC","2016",2831277
"720","ALLIANCE COAL LLC","2017",2292217
"721","ALLIANCE COAL LLC","2018",2540867
"722","ALLIANCE COAL LLC","2019",2923574
"723","ALLIANCE COAL, LP","2020",218027
"724","ALLIANCE ENERGY GROUP","2016",76848
"725","ALLIANCE ENERGY GROUP","2017",37712
"726","ALLIANCE ENERGY GROUP","2018",58503
"727","ALLIANCE ENERGY GROUP LLC","2019",20314
"728","ALLIANCE ENERGY GROUP LLC","2020",18024
"729","ALLIANCE ENERGY GROUP LLC","2021",33757
"730","ALLIANCE ENERGY GROUP LLC","2022",26555
"731","ALLIANCE HOLDINGS GP LP","2020",515971
"732","ALLIANCE HOLDINGS GP LP","2021",2013275
"733","ALLIANCE HOLDINGS GP LP","2022",2502140
"734","ALLIANCE PIPELINE LP","2020",229445.5
"735","ALLIANCE PIPELINE LP","2021",289031.5
"736","ALLIANT ENERGY CORP","2011",16637486.828
"737","ALLIANT ENERGY CORP","2012",15346427.562
"738","ALLIANT ENERGY CORP","2013",15809906.76
"739","ALLIANT ENERGY CORP","2014",15053103.158
"740","ALLIANT ENERGY CORP","2015",15200857.1788
"741","ALLIANT ENERGY CORP","2016",13167015.7784
"742","ALLIANT ENERGY CORP","2017",15007979.4696
"743","ALLIANT ENERGY CORP","2018",15848352.0736
"744","ALLIANT ENERGY CORP","2019",13316423.2138
"745","ALLIANT ENERGY CORP","2020",11815472.9964
"746","ALLIANT ENERGY CORP","2021",14981640.5082
"747","ALLIANT ENERGY CORP","2022",12789213.1614
"748","ALLIANT TECHSYSTEMS INC","2011",379823
"749","ALLIANT TECHSYSTEMS INC","2012",68288
"750","ALLIANT TECHSYSTEMS INC","2013",72431
"751","ALLIANT TECHSYSTEMS INC","2014",59749
"752","ALLIED WASTE TRANSPORATION INC","2015",6458.974164
"753","ALLIED WASTE TRANSPORATION INC","2016",5746.977012
"754","ALLIED WASTE TRANSPORATION INC","2017",5280.978876
"755","ALLIED WASTE TRANSPORATION INC","2018",5204.97918
"756","ALLISON TRANSMISSION HOLDINGS INC","2019",25576
"757","ALLISON TRANSMISSION HOLDINGS INC","2020",22579
"758","ALLISON TRANSMISSION HOLDINGS INC","2021",27386
"759","ALLISON TRANSMISSION HOLDINGS INC","2022",6230
"760","ALLISON TRANSMISSION INC","2016",25660
"761","ALLISON TRANSMISSION INC","2017",22204
"762","ALLISON TRANSMISSION INC","2018",24780
"763","ALLISON TRANSMISSION, INC","2011",25287
"764","ALLISON TRANSMISSION, INC","2012",26825
"765","ALLISON TRANSMISSION, INC","2013",24678
"766","ALLISON TRANSMISSION, INC","2014",28705
"767","ALMATIS INC","2011",291
"768","ALMATIS INC","2012",26206
"769","ALMATIS INC","2013",50
"770","ALMATIS INC","2014",54560
"771","ALMATIS INC","2015",53957
"772","ALMATIS INC","2016",276951
"773","ALMATIS INC","2017",85575
"774","ALMATIS INC","2018",297923
"775","ALMATIS INC","2019",313258
"776","ALMATIS INC","2020",48299
"777","ALMATIS INC","2021",68153
"778","ALMATIS INC","2022",67720
"779","ALON USA LP","2011",298820
"780","ALON USA LP","2012",278641
"781","ALON USA LP","2013",67904
"782","ALON USA LP","2014",45824
"783","ALON USA LP","2015",1310059
"784","ALON USA LP","2016",1316840
"785","ALON USA LP","2017",1310344
"786","ALON USA LP","2018",1316629
"787","ALPHA & OMEGA SEMICONDUCTOR","2015",62094
"788","ALPHA & OMEGA SEMICONDUCTOR","2016",79505
"789","ALPHA & OMEGA SEMICONDUCTOR","2017",95538
"790","ALPHA & OMEGA SEMICONDUCTOR","2018",89988
"791","ALPHA & OMEGA SEMICONDUCTOR","2019",94713
"792","ALPHA & OMEGA SEMICONDUCTOR","2020",94209
"793","ALPHA & OMEGA SEMICONDUCTOR","2021",97882
"794","ALPHA & OMEGA SEMICONDUCTOR","2022",106933
"795","ALPHA METALLURGICAL RESOURCES INC","2021",1277896
"796","ALPHA METALLURGICAL RESOURCES INC","2022",1366336
"797","ALPHA NATURAL RESOURCES LLC","2011",1111371
"798","ALPHA NATURAL RESOURCES LLC","2012",702317
"799","ALPHA NATURAL RESOURCES LLC","2013",542082
"800","ALPHA NATURAL RESOURCES LLC","2014",484991
"801","ALPHA NATURAL RESOURCES LLC","2015",4042610
"802","ALPHA NATURAL RESOURCES LLC","2016",218809
"803","ALPHA NATURAL RESOURCES LLC","2017",116219
"804","ALPHA NATURAL RESOURCES LLC","2018",87276
"805","ALPHABET INC","2019",19992.588
"806","ALPHABET INC","2020",22577.226
"807","ALPHABET INC","2021",20966.534
"808","ALPHABET INC","2022",13487.438
"809","ALPHAGEN POWER LLC","2011",476333
"810","ALPHAGEN POWER LLC","2012",796051
"811","ALPHAGEN POWER LLC","2013",410094
"812","ALPHAGEN POWER LLC","2014",283161
"813","ALPHAPET INC","2011",33683
"814","ALPHAPET INC","2012",29308
"815","ALPHAPET INC","2013",31507
"816","ALPHAPET INC","2014",36065
"817","ALPHAPET INC","2015",40264
"818","ALPHAPET INC","2016",43868
"819","ALPHAPET INC","2017",41170
"820","ALPHAPET INC","2018",44367
"821","ALPHAPET INC","2019",42711
"822","ALPHAPET INC","2020",46223
"823","ALPHAPET INC","2021",43348
"824","ALPHAPET INC","2022",39507
"825","ALPINE ENERGY, LLC","2011",992.3553
"826","ALPINE ENERGY, LLC","2012",1344.7746
"827","ALPINE ENERGY, LLC","2013",930.816
"828","ALPINE ENERGY, LLC","2014",909
"829","ALPONT LLC","2020",47333
"830","ALPONT LLC","2021",56853
"831","ALPONT LLC","2022",64214
"832","ALSTOM INC","2011",5520
"833","ALSTOM INC","2012",48996
"834","ALSTOM INC","2013",27513
"835","ALSTOM INC","2014",13879
"836","ALSTOM INC","2015",17702
"837","ALSTOM INC","2016",3823.338
"838","ALSTOM INC","2017",6849.274
"839","ALTA MESA RESOURCES INC","2020",321390
"840","ALTA MESA RESOURCES INC","2021",368755
"841","ALTA MESA RESOURCES INC","2022",462909
"842","ALTA MESA SERVICES LP","2015",286283
"843","ALTA MESA SERVICES LP","2016",102351
"844","ALTA MESA SERVICES LP","2017",302317
"845","ALTA MESA SERVICES LP","2018",593964
"846","ALTA MESA SERVICES LP","2019",501004
"847","ALTAGAS LTD","2015",546813.69
"848","ALTAGAS LTD","2016",532612.38
"849","ALTAGAS LTD","2017",1124973.89
"850","ALTAGAS LTD","2018",1302685.7
"851","ALTAGAS RIPON ENERGY INC","2021",2389
"852","ALTAGAS SERVICES (US) INC","2019",828623.3
"853","ALTAGAS SERVICES (US) INC","2020",975770.13
"854","ALTAGAS SERVICES (US) INC","2021",1091624.83
"855","ALTAGAS SERVICES (US) INC","2022",829565
"856","ALTEN LLC","2016",34473
"857","ALTEN LLC","2017",20499
"858","ALTEN LLC","2018",23935
"859","ALTEN LLC","2019",29118
"860","ALTERNA CAPITAL PARTNERS","2016",155130.6284
"861","ALTERNA CAPITAL PARTNERS","2017",218897
"862","ALTERNA CAPITAL PARTNERS","2018",289874
"863","ALTERNA CAPITAL PARTNERS","2019",143578
"864","ALTERNA CAPITAL PARTNERS","2020",173383
"865","ALTERNA CAPITAL PARTNERS","2021",178741
"866","ALTERNA CAPITAL PARTNERS","2022",176311
"867","ALTIVIA CORP","2019",60866
"868","ALTIVIA CORP","2020",48315
"869","ALTIVIA CORP","2021",26970
"870","ALTIVIA CORP","2022",27364
"871","ALTIVIA PETROCHEMICALS LLC","2016",8088
"872","ALTIVIA PETROCHEMICALS LLC","2017",24326
"873","ALTIVIA PETROCHEMICALS LLC","2018",45397
"874","ALTIVIA Petrochemicals LLC","2015",17893
"875","ALTIVIA SERVICES LLC","2020",79412
"876","ALTIVIA SERVICES LLC","2021",101392
"877","ALTIVIA SERVICES LLC","2022",105582
"878","ALTIVIA Services, LLC","2019",94887
"879","ALTO INGREDIENTS INC","2020",437036
"880","ALTO INGREDIENTS INC","2021",541401
"881","ALTO INGREDIENTS INC","2022",594822
"882","ALTON STEEL INC","2011",65345
"883","ALTON STEEL INC","2012",64545
"884","ALTON STEEL INC","2013",57712
"885","ALTON STEEL INC","2014",59393
"886","ALTON STEEL INC","2015",41464
"887","ALTON STEEL INC","2016",32032
"888","ALTON STEEL INC","2017",33930
"889","ALTON STEEL INC","2018",33551
"890","ALTON STEEL INC","2019",34862
"891","ALTON STEEL INC","2020",30371
"892","ALTON STEEL INC","2021",35074
"893","ALTON STEEL INC","2022",22162
"894","ALTRIA GROUP INC","2011",198995
"895","ALTRIA GROUP INC","2012",221465
"896","ALTRIA GROUP INC","2013",203190
"897","ALTRIA GROUP INC","2014",120871
"898","ALTRIA GROUP INC","2015",110806
"899","ALTRIA GROUP INC","2016",93324
"900","ALTRIA GROUP INC","2017",91423
"901","ALTRIA GROUP INC","2018",92514
"902","ALTRIA GROUP INC","2019",87832
"903","ALTRIA GROUP INC","2020",76442
"904","ALTRIA GROUP INC","2021",75329
"905","ALTRIA GROUP INC","2022",72568
"906","ALUMINA LTD","2015",383996.4
"907","ALUMINA LTD","2016",76418.4
"908","ALUMINA LTD","2017",6951.6
"909","ALUMINA LTD","2018",7258.4
"910","ALYESKA PIPELINE SERVICE CO","2011",290587
"911","ALYESKA PIPELINE SERVICE CO","2012",320661
"912","ALYESKA PIPELINE SERVICE CO","2013",331189
"913","ALYESKA PIPELINE SERVICE CO","2014",351342
"914","ALYESKA PIPELINE SERVICE CO","2015",309864
"915","ALYESKA PIPELINE SERVICE CO","2016",260908
"916","ALYESKA PIPELINE SERVICE CO","2017",240966
"917","ALYESKA PIPELINE SERVICE CO","2018",230461
"918","ALYESKA PIPELINE SERVICE CO","2019",202256
"919","ALYESKA PIPELINE SERVICE CO","2020",211266
"920","ALYESKA PIPELINE SERVICE CO","2021",181881
"921","ALYESKA PIPELINE SERVICE CO","2022",206393
"922","AM/NS CALVERT","2015",447237
"923","AM/NS CALVERT","2016",488125
"924","AM/NS CALVERT","2017",519993
"925","AM/NS CALVERT","2018",519879
"926","AM/NS CALVERT LLC","2019",524312
"927","AM/NS CALVERT LLC","2020",467304
"928","AM/NS CALVERT LLC","2021",558098
"929","AM/NS CALVERT LLC","2022",518893
"930","AM/NS Calvert","2014",441290
"931","AMALGAMATED BANK OF CHICAGO","2015",41437
"932","AMALGAMATED BANK OF CHICAGO","2016",39156
"933","AMALGAMATED BANK OF CHICAGO","2017",37769
"934","AMALGAMATED BANK OF CHICAGO","2018",38234
"935","AMALGAMATED INVESTMENTS CO","2019",43700
"936","AMALGAMATED INVESTMENTS CO","2020",41569
"937","AMALGAMATED INVESTMENTS CO","2021",38150
"938","AMALGAMATED INVESTMENTS CO","2022",37851
"939","AMALGAMATED SUGAR CO","2022",231527
"940","AMALGAMATED SUGAR CO OREGON COOPERATIVE CORP","2022",638678
"941","AMALGAMATED WARBASSE HOUSES INC","2015",32521
"942","AMALGAMATED WARBASSE HOUSES INC","2016",32291
"943","AMALGAMATED WARBASSE HOUSES INC","2017",32111
"944","AMALGAMATED WARBASSE HOUSES INC","2018",33259
"945","AMALGAMATED WARBASSE HOUSES TENANTS ASSOC INC","2019",31330
"946","AMALGAMATED WARBASSE HOUSES TENANTS ASSOC INC","2020",33026
"947","AMALGAMATED WARBASSE HOUSES TENANTS ASSOC INC","2021",31291
"948","AMALGAMATED WARBASSE HOUSES TENANTS ASSOC INC","2022",32780
"949","AMCOL International","2011",97288
"950","AMCOL International","2012",70582
"951","AMCOL International","2013",73147
"952","AMEREN CORP","2011",59061351
"953","AMEREN CORP","2012",48393426
"954","AMEREN CORP","2013",30394280
"955","AMEREN CORP","2014",30577916
"956","AMEREN CORP","2015",28453791
"957","AMEREN CORP","2016",26712470
"958","AMEREN CORP","2017",30114578
"959","AMEREN CORP","2018",29503097
"960","AMEREN CORP","2019",24314882
"961","AMEREN CORP","2020",25861847
"962","AMEREN CORP","2021",28088793
"963","AMEREN CORP","2022",24863598
"964","AMERICAN AIR LIQUIDE HOLDINGS INC","2015",6334476
"965","AMERICAN AIR LIQUIDE HOLDINGS INC","2016",6384933
"966","AMERICAN AIR LIQUIDE HOLDINGS INC","2017",6283132
"967","AMERICAN AIR LIQUIDE HOLDINGS INC","2018",6258372
"968","AMERICAN AIR LIQUIDE HOLDINGS INC","2019",6268420
"969","AMERICAN AIR LIQUIDE HOLDINGS INC","2020",6116558
"970","AMERICAN AIR LIQUIDE HOLDINGS INC","2021",5887086
"971","AMERICAN AIR LIQUIDE HOLDINGS INC","2022",6270072
"972","AMERICAN AIR LIQUIDE HOLDINGS, INC","2011",114174
"973","AMERICAN AIR LIQUIDE HOLDINGS, INC","2012",663706
"974","AMERICAN AIR LIQUIDE HOLDINGS, INC","2013",116909
"975","AMERICAN AIR LIQUIDE HOLDINGS, INC","2014",218128
"976","AMERICAN AIRLINES GROUP","2015",38145
"977","AMERICAN AIRLINES GROUP","2016",35093
"978","AMERICAN AIRLINES GROUP","2017",37409
"979","AMERICAN AIRLINES GROUP","2018",40062
"980","AMERICAN AIRLINES GROUP INC","2019",42300
"981","AMERICAN AIRLINES GROUP INC","2020",40397
"982","AMERICAN AIRLINES GROUP INC","2021",38165
"983","AMERICAN AIRLINES GROUP INC","2022",35269
"984","AMERICAN BITUMINOUS POWER PARTNERS","2011",913410
"985","AMERICAN BITUMINOUS POWER PARTNERS","2012",915751
"986","AMERICAN BITUMINOUS POWER PARTNERS","2013",953249
"987","AMERICAN BITUMINOUS POWER PARTNERS","2014",839249
"988","AMERICAN BITUMINOUS POWER PARTNERS","2015",751369
"989","AMERICAN BITUMINOUS POWER PARTNERS","2016",925923
"990","AMERICAN BITUMINOUS POWER PARTNERS","2017",972369
"991","AMERICAN BITUMINOUS POWER PARTNERS","2018",955154
"992","AMERICAN BITUMINOUS POWER PARTNERS LP","2019",837597
"993","AMERICAN BITUMINOUS POWER PARTNERS LP","2020",762979
"994","AMERICAN BITUMINOUS POWER PARTNERS LP","2021",772530
"995","AMERICAN BITUMINOUS POWER PARTNERS LP","2022",759638
"996","AMERICAN CAST IRON PIPE CO","2015",155966
"997","AMERICAN CAST IRON PIPE CO","2016",148682
"998","AMERICAN CAST IRON PIPE CO","2017",154580
"999","AMERICAN CAST IRON PIPE CO","2018",170181
"1000","AMERICAN CAST IRON PIPE CO","2019",152463
"1001","AMERICAN CAST IRON PIPE CO","2020",147810
"1002","AMERICAN CAST IRON PIPE CO","2021",175270
"1003","AMERICAN CAST IRON PIPE CO","2022",168768
"1004","AMERICAN CONSOLIDATED NATURAL RESOURCES INC","2021",6592622
"1005","AMERICAN CONSOLIDATED NATURAL RESOURCES INC","2022",5277013
"1006","AMERICAN CONSOLIDATED NATURAL RESOURCES, INC","2020",6652449
"1007","AMERICAN CRYSTAL SUGAR CO","2011",1964201
"1008","AMERICAN CRYSTAL SUGAR CO","2012",2212986
"1009","AMERICAN CRYSTAL SUGAR CO","2013",2248504
"1010","AMERICAN CRYSTAL SUGAR CO","2014",2185219
"1011","AMERICAN CRYSTAL SUGAR CO","2015",1875663
"1012","AMERICAN CRYSTAL SUGAR CO","2016",1943632
"1013","AMERICAN CRYSTAL SUGAR CO","2017",2093094
"1014","AMERICAN CRYSTAL SUGAR CO","2018",2114206
"1015","AMERICAN CRYSTAL SUGAR CO","2019",2078229
"1016","AMERICAN CRYSTAL SUGAR CO","2020",1723766
"1017","AMERICAN CRYSTAL SUGAR CO","2021",1903309
"1018","AMERICAN CRYSTAL SUGAR CO","2022",1949590
"1019","AMERICAN EAGLE ENERGY CORP","2015",18656
"1020","AMERICAN ELECTRIC POWER","2011",130953378.28738
"1021","AMERICAN ELECTRIC POWER","2012",117231316.22775
"1022","AMERICAN ELECTRIC POWER","2013",110654692.5318
"1023","AMERICAN ELECTRIC POWER","2014",120764768.27537
"1024","AMERICAN ELECTRIC POWER","2015",99819972.0469
"1025","AMERICAN ELECTRIC POWER","2016",91666059.38786
"1026","AMERICAN ELECTRIC POWER","2017",69663175.54479
"1027","AMERICAN ELECTRIC POWER","2018",68398478.00717
"1028","AMERICAN ELECTRIC POWER CO INC","2019",70021201.59257
"1029","AMERICAN ELECTRIC POWER CO INC","2020",54382474.17485
"1030","AMERICAN ELECTRIC POWER CO INC","2021",62963172.8792
"1031","AMERICAN ELECTRIC POWER CO INC","2022",58677513.2008
"1032","AMERICAN ENERGY CORP","2015",250250
"1033","AMERICAN ENERGY CORP","2016",215415
"1034","AMERICAN ENERGY CORP","2017",214067
"1035","AMERICAN ENERGY CORP","2018",259656
"1036","AMERICAN ENERGY PARTNERS LP","2015",403223
"1037","AMERICAN ENVIRONMENTAL LANDFILL INC","2011",110730
"1038","AMERICAN ENVIRONMENTAL LANDFILL INC","2012",107679
"1039","AMERICAN ENVIRONMENTAL LANDFILL INC","2013",96413
"1040","AMERICAN ENVIRONMENTAL LANDFILL INC","2014",105823
"1041","AMERICAN ENVIRONMENTAL LANDFILL INC","2015",136427
"1042","AMERICAN ENVIRONMENTAL LANDFILL INC","2016",144792
"1043","AMERICAN ENVIRONMENTAL LANDFILL INC","2017",143363
"1044","AMERICAN ENVIRONMENTAL LANDFILL INC","2018",149209
"1045","AMERICAN ENVIRONMENTAL LANDFILL INC","2019",174307
"1046","AMERICAN ENVIRONMENTAL LANDFILL INC","2020",233354
"1047","AMERICAN ENVIRONMENTAL LANDFILL INC","2021",201370
"1048","AMERICAN ENVIRONMENTAL LANDFILL INC","2022",241506
