text,classification
"FHWA adopts in full its analysis in the 2022 NPRM justifying the reconsideration and rejection of the conclusion from the 2018 final rule that 23 U.S.C. 150 did not provide FHWA with authority to measure the environmental performance of the NHS and adopt a GHG measure, and that the overall statutory scheme of Title 23, U.S.C. supported a narrower interpretation of performance of the NHS, and emphasizes some key points here.",none
"In the 2018 repeal, FHWA concluded that 23 U.S.C. 119(d)(1)(A) delineates the national goals that are relevant to eligibility of projects for funding under the NHPP, and the national goals included in section 119(d)(1)(A) are consistent with an interpretation of “performance” that focuses on the physical condition of the system and the efficiency of transportation operations across the system, rather than environmental performance.",none
"Upon reexamination of the statute, FHWA has determined that this previous interpretation was incorrect.",none
"Section 119(d)(1) of Title 23, U.S.C., establishes eligibility criteria for using funds apportioned to a State for carrying out the NHPP, but does not set forth all 

relevant considerations for carrying out the program.",none
"Specifically, States are also required to establish asset management plans under 23 U.S.C. 119(e).",none
"These plans shall include strategies toward improving or preserving the condition of the assets and the performance of the system, including supporting progress toward the national goals in 23 U.S.C. 150(b).",none
"FHWA's previous interpretation ignored Congress's express direction for States to develop these plans for the NHS, which address both asset condition and system performance, and referenced all of the national goals in section 150(b), rather than a subset of goals such as the goals identified in 23 U.S.C. 119(d)(1).",none
"In addition, FHWA observes that 23 U.S.C. 119(d)(2) provides eligibility for projects under the NHPP that go beyond the limited subset of national goals listed in section 119(d)(1).",none
"The statute identifies eligible projects that support the national goal of environmental sustainability, such as environmental restoration and pollution abatement, control of noxious weeds and establishment of native species, and other environmental mitigation efforts.",none
"When FHWA repealed the PM3 rule and determined that performance measures under 23 U.S.C. 150(c)(3) are limited to advancing the nationals goal in section 119(d)(1), the Agency did not appropriately consider the section 119(e) requirement to develop an asset management plan that supports achievement of 

all

national goals in 23 U.S.C. 150(b), and eligibility for projects that support achieving environmental sustainability.",none
"In reexamining this authority, FHWA has determined that the Agency must consider the totality of 23 U.S.C. 150(b) when interpreting the meaning of performance on the Interstate and non-Interstate NHS and how performance is to be measured.",none
"Additionally, FHWA has identified above several other provisions of Title 23, U.S.C., that support FHWA's proposal to address GHG emissions in this rulemaking and make it clear that assessing infrastructure performance under 23 U.S.C. 150(c)(3) properly encompasses the assessment of environmental performance, including GHG emissions.",none
"In the 2018 repeal final rule, FHWA considered these provisions irrelevant because they do not “specifically direct[ ] or require[ ] FHWA to adopt a GHG measure.” 83 FR at 24923.",none
