"","V1","V2","V3"
"426","Northwest Iowa Area Solid Waste Agency","Texoma Area Solid Waste Authority","25"
"427","Northwestern Energy","Northwestern Energy","0"
"428","Northwestern Memorial HealthCare","Northwestern Energy","21"
"429","Northwestern University","Northwestern Energy","8"
"430","Northwoods Energy LLC","Southwest Energy LLC","9"
"431","Norton Environmental","GFL Environmental Inc","13"
"432","Norton Environmental Co","GFL Environmental Inc","14"
"433","Nouryon","","7"
"434","Nouryon Surface Chemistry LLC","US Ceramics LLC","22"
"435","Novartis Pharmaceuticals Corporation","Novartis Pharmaceuticals Corporation","0"
"436","Novelis Corporation","Novelis Corporation","0"
"437","Novelis Inc.","Novelis Inc.","0"
"438","Novelis Incorporation","Novelis Incorporation","0"
"439","Novo Oil & Gas, LLC","SHD Oil & Gas LLC","8"
"440","Novo Power","Tiverton Power","8"
"441","NuStar Energy LP","NuStar Energy LP","0"
"442","NuStar Energy, L.P.","NuStar Energy, L.P.","0"
"443","Nucor Corporation","Nucor Corporation","0"
"444","Nucor Steel Corporation","Nucor Steel Corporation","0"
"445","Nucor Steel Gallatin LLC","Nucor Steel Gallatin LLC","0"
"446","Nuevo Midstream, LLC","Antero Midstream LLC","8"
"447","Nytis Exploration CO","Tanos Exploration II LLC","14"
"448","Nytis Exploration CO LLC","Tana Exploration Co LLC","11"
"449","O L S ACQUISITION CORP","KRATON CORP","15"
"450","O'BRIEN INDUSTRIAL HOLDING LLC","CF INDUSTRIES HOLDINGS INC","18"
"451","O'BRIEN INDUSTRIAL HOLDINGS LLC","CF INDUSTRIES HOLDINGS INC","17"
"452","O'BRIEN INDUSTRIAL HOLDINGS, LLC","CF INDUSTRIES HOLDINGS INC","18"
"453","O'Brien Industrial Holdings, LLC","TA Ada Holdings LLC","19"
"454","O-AT-KA MILK PRODUCTS COOPERATIVE INC","AIR PRODUCTS & CHEMICALS INC","27"
"455","O-AT-KA Milk Products Cooperative, Inc","San Miguel Electric Cooperative, Inc","26"
"456","O-I GLASS INC","DOW INC","10"
"457","O-I GLASS, INC","DOW INC","11"
"458","O.L.S. Acquisition Corporation","Olin Corporation","16"
"459","OAK RIDGE NATURAL RESOURCES LLC","SAGE NATURAL RESOURCES LLC","7"
"460","OAK VALLEY OPERATING LLC","TALLGRASS OPERATIONS LLC","16"
"461","OASIS PETROLEUM","LAREDO PETROLEUM","9"
"462","OASIS PETROLEUM INC","LAREDO PETROLEUM INC","9"
"463","OCCIDENTAL PERMIAN LTD","ALUMINA LTD","15"
"464","OCCIDENTAL PETROLEUM  CORPORATION","AXIALL CORPORATION","19"
"465","OCCIDENTAL PETROLEUM CORP","MARATHON PETROLEUM CORP","14"
"466","OCEAN COUNTY LANDFILL CORP","ALCOA CORP","18"
"467","OCI CHEMICAL CORP","DOW CHEMICAL","9"
"468","OCI Chemical Corporation","Intel Corporation","11"
"469","OCI NV","OCI NV","0"
"470","OCI PARNERS LP","OCI NV","10"
"471","OCI PARTNERS LP","OCI NV","11"
"472","OCI USA INC","OCI NV","7"
"473","ODYSSEY ENERGY ALTURA COGEN LLC","DTE ENERGY CO","20"
"474","OGE ENERGY CORP","DUKE ENERGY CORP","5"
"475","OGE Energy Corporation","OGE Energy Corporation","0"
"476","OGLETHORPE POWER CORP","LOEWS CORP","13"
"477","OGPA COTTAGE GROVE LLC","TOMPC LLC","17"
"478","OGPA COTTAGE GROVE, LLC (OSAKA GAS ENERGY AMERICA CORP)","ATMOS ENERGY CORP","40"
"479","OGPA Cottage Grove, LLC","TPC Group LLC","16"
"480","OGPA Cottage Grove, LLC (Osaka Gas Energy America Corporation)","Atmos Energy Corporation","40"
"481","OGPA SELKIRK, LLC (Osaka Gas Energy America Corporation)","OGE Energy Corporation","34"
"482","OGPA Selkirk, LLC","Solae, LLC","13"
"483","OGPA WHITEWATER LLC","SCI LLC","16"
"484","OGPA Whitewater, LLC","UP Paper LLC","14"
"485","OHIO COUNTY FISCAL COURT","HUNTSMAN CORP","17"
"486","OHIO POWER PARTNERS LLC","KOPPERS INC","18"
"487","OHIO VALLEY ALUMINUM CORP","KAISER ALUMINUM CORP","13"
"488","OHIO VALLEY ELECTRIC CORP","EL PASO ELECTRIC CO","16"
"489","OHIO VALLEY RESOURCES INC","AGL RESOURCES INC","10"
"490","OIL DRI CORP OF AMERICA","PACKAGING CORP OF AMERICA","14"
"491","OKALOOSA GAS DISTRICT","ALTAGAS LTD","16"
"492","OKLA TITLE CLEARING CORP","MATERION CORP","15"
"493","OKLAHOMA COGENERATION LLC","KRATON CO","18"
"494","OKLAHOMA COGENERATION, LLC","KRATON CO","19"
"495","OKLAHOMA ENVIRONMENTAL MANAGEMENT AUTHORITY","ARES MANAGEMENT CORP","29"
"496","OKLAHOMA ENVIRONMENTAL MANAGEMENT AUTHORITY LLC","GFL ENVIRONMENTAL INC","32"
"497","OKLAHOMA MUNICIPAL POWER AUTHORITY","SACRAMENTO POWER AUTHORITY","20"
"498","OKLAHOMA STATE UNIVERSITY","MGE ENERGY","21"
"499","OKLAHOMA TRANSPORTATION AUTHORITY","SACRAMENTO COGENERATION AUTHORITY","24"
"500","OLAM AMERICAS INC","BP AMERICA INC","7"
"501","OLAM HOLDINGS INC","POST HOLDINGS INC","6"
"502","OLAM HOLDINGS PTNR","POST HOLDINGS INC","11"
"503","OLAM WEST COAST, INC","LAMB WESTON, INC","8"
"504","OLD DOMINION ELECTRIC COOPERATIVE","EL PASO ELECTRIC CO","22"
"505","OLDCASTLE INC","DIODES INC","9"
"506","OLDCASTLE LAWN & GARDEN","PROCTER & GAMBLE","19"
"507","OLDCASTLE MATERIALS CEMENT HOLDINGS, INC","DELEK US HOLDINGS INC","25"
"508","OLDCASTLE MATERIALS INC","EAGLE MATERIALS INC","8"
"509","OLIN CORP","INTEL CORP","5"
"510","OLMSTED COUNTY","SALT LAKE COUNTY","10"
"511","OLS ACQUISITION CORP","KRATON CORP","13"
"512","OLS Acquisition CORP","S.B. Acquisitions, Inc.","15"
"513","OLS ENERGY - CHINO","DTE ENERGY CO","11"
"514","OLYMPUS ENERGY LLC","CMS ENERGY CORP","11"
"515","OLYMPUS HOLDINGS LLC","POST HOLDINGS INC","11"
"516","OLYMPUS POWER LLC","TOMPC LLC","12"
"517","OLYMPUS POWER, LLC","TOMPC, LLC","12"
"518","OMAHA PUBLIC POWER DISTRICT","KOPPERS INC","22"
"519","OMEGA JV2","GE","9"
"520","OMIMEX","CEMEX","5"
"521","OMNI WASTE OF OSCEOLA COUNTY, LLC (A SUBSIDIARY OF PROGRESSIVE WASTE SOLUTIONS)","CABOT CORPORATION","66"
"522","OMYA INC","DOW INC","5"
"523","OMYA INDUSTRIES INC","MOHAWK INDUSTRIES INC","6"
"524","ONE EARTH ENERGY LLC","SABINAL ENERGY LLC","12"
"525","ONE GAS INC","DIODES INC","7"
"526","ONE Gas Inc.","One Gas Inc.","4"
"527","ONE Gas, Inc.","One Gas, Inc.","4"
"528","ONEIDA GROUP","IDACORP","9"
"529","ONEIDA HERKIMER SOLID WASTE MANAGEMENT AUTHORITY INC","SALINAS VALLEY SOLID WASTE AUTHORITY","36"
"530","ONEIDA-HERKIMER SOLID WASTE MANAGEMENT AUTHORITY","ARES MANAGEMENT CORP","32"
"531","ONEOK INC","ONEOK Inc","4"
"532","ONEOK PARTNERS LP","ONEOK Inc","14"
"533","ONEOK Partners, L.P.","OCI Partners LP","9"
"534","ONEOK Partners, LP","OCI Partners LP","7"
"535","ONEOK Partnership, L.P.","OCI Partners LP","12"
"536","ONEOK, INC","ONEOK, Inc","4"
"537","ONSLOW COUNTY","MONSANTO CO","10"
"538","ONWARD ENERGY","DEVON ENERGY","7"
"539","ONWARD ENERGY LLC","SABINAL ENERGY LLC","9"
"540","OPC POWER VENTURES LP","UC REGENTS","17"
"541","OPGA LOCKPORT LLC","TOMPC LLC","12"
"542","OPTIM ENERGY LLC","DTE ENERGY CO","9"
"543","OPTIM ENERGY, LLC","DTE ENERGY CO","10"
"544","OPTIMA","","6"
"545","OPTIMA SPECIALTY STEEL","KYOEI STEEL LTD","19"
"546","OPTIMUS STEEL LLC","KYOEI STEEL LTD","12"
"547","OQ CORP","EQT CORP","3"
"548","ORANGE COUNTY","KRATON CO","10"
"549","ORANGE COUNTY CONTAINER GROUP LLC","INGEVITY CORP","26"
"550","ORANGE COUNTY NORTH CAROLINA","FORD MOTOR CO","21"
"551","ORANGE COUNTY UTILITIES - SOLID WASTE DIV","ESSENTIAL UTILITIES INC","34"
"552","ORBITAL ATK INC","CORTEVA INC","10"
"553","ORDER OF SAINT BENEDICT/SAINT JOHN'S UNIVERSITY","DEVON ENERGY","39"
"554","OREGON CLEAN ENERGY CENTER","DEVON ENERGY CORP","17"
"555","OREGON STATE BOARD OF HIGHER EDUCATION","ENBRIDGE INC","30"
"556","ORIGIN MINING CO","COEUR MINING INC","10"
"557","ORIGIN MINING CO LLC","COEUR MINING INC","14"
"558","ORION ENGINEERED CARBONS LLC","INGREDION INC","21"
"559","ORLANDO UTILITIES COMMISSION","ELANCO US INC","21"
"560","ORLANDO UTILITIES COMMISSION (INC)","ELANCO US INC","25"
"561","ORMET PRIMARY ALUMINUM CORP","CENTURY ALUMINUM CO","14"
"562","ORROYO ENERGY INVESTMENT PATNERS","CVR ENERGY INC","24"
"563","ORX RESOURCES LLC","EOG RESOURCES INC","8"
"564","ORX Resources LLC","Roan Resources LLC","5"
"565","OSAKA GAS ENERGY AMERICA CORP","ATMOS ENERGY CORP","18"
"566","OSAKA GAS USA CORP","AES CORP","12"
"567","OSCO INDUSTRIES INC","LSB INDUSTRIES INC","5"
"568","OSCO Industries Inc","TC Industries Inc","4"
"569","OSRAM SYLVANIA INC","ASHLAND INC","11"
"570","OSRAM SYLVANIA, Inc.","SRI USA, Inc.","11"
"571","OSWEGO COUNTY","BOEING CO","10"
"572","OTERO GREENTREE SOLID WASTE AUTHORITY","SALINAS VALLEY SOLID WASTE AUTHORITY","25"
"573","OTTER TAIL CORP","EQT CORP","9"
"574","OTTUMWA-WAPELLO SOLID WASTE COMMISSION","QUALCOMM INC","32"
"575","OUTAGAMIE COUNTY WISCONSIN","AEMETIS INC","21"
"576","OUTOKUMPU STAINLESS","TOMPC LLC","16"
"577","OUTRIGGER ENERGY II LLC","MGE ENERGY INC","13"
"578","OVINTIV INC","DOW INC","8"
"579","OWENS CORNING","LOEWS CORP","9"
"580","OWENS CORNING INC","CORNING INC","6"
"581","OWENS CORNING, INC","CORNING INC","7"
"582","OWENS-ILLINOIS INC","DOW INC","13"
"583","OWENS-ILLINOIS, INC","PEPSICO, INC","13"
"584","OWENSBORO GRAIN HOLDING CO INC","POST HOLDINGS INC","19"
"585","OWENSBORO MUNICIPAL UTILITIES","ESSENTIAL UTILITIES INC","20"
"586","OWN RESOURCES OPERATING LLC","EOG RESOURCES INC","14"
"587","OWS Acquisitions CO LLC","SG Solutions LLC","15"
"588","OX PAPERBOARD LLC","KOPPERS INC","14"
"589","OX PAPERBOARD WP, LLC","TOMPC, LLC","17"
"590","OXBOW CARBON & MINERALS HOLDINGS INC","POST HOLDINGS INC","23"
"591","OXBOW CARBON & MINERALS HOLDINGS, INC","POST HOLDINGS INC","24"
"592","OXBOW INDUSTRIES LLC","LSB INDUSTRIES INC","10"
"593","OXEA CORP","EQT CORP","5"
"594","OZARK MOUNTAIN SOLID WASTE DISTRICT","CONSOLIDATED EDISON INC","26"
"595","Oak Ridge Natural Resources, LLC","Teal Natural Resources LLC","12"
"596","Oasis Petroleum","Oasis Petroleum","0"
"597","Occidental Permian LTD","Occidental Petroleum","12"
"598","Occidental Petrolem Corporation","Occidental Petroleum Corporation","1"
"599","Occidental Petroleum","Occidental Petroleum","0"
"600","Occidental Petroleum Company","Occidental Petroleum Company","0"
"601","Occidental Petroleum Corp","Occidental Petroleum Corp","0"
"602","Occidental Petroleum Corporation","Occidental Petroleum Corporation","0"
"603","Occidental Petroleum Corporation/Vintage Production California LLC","Occidental Petroleum Corporation/Vintage Production California LLC","0"
"604","Occidental Petroleum Corporations","Occidental Petroleum Corporations","0"
"605","Occidential Petroleum Corporation","Occidential Petroleum Corporation","0"
"606","Ocean County Landfill Corporation","Scana Corporation","18"
"607","Odessa Power, LLC","Tres Power LLC","7"
"608","Oglethorpe Power Corporation","Tesoro Corporation","14"
"609","Ohio  Valley Resources, Inc.","Trey Resources, Inc.","12"
"610","Ohio County Fiscal Court","The Ohio County Coal Co","13"
"611","Ohio Valley Aluminum LLC","The Ohio Valley Coal Co","17"
"612","Ohio Valley Electric Corporation","Valero Corporation","16"
"613","Ohio Valley Resources, Inc.","Trey Resources, Inc.","11"
"614","Oil Dri Corporation of America","Oil Dri Corporation of America","0"
"615","Oil-Dri Corporation of America","Oil-Dri Corporation of America","0"
"616","Oklahoma Environmental Management Authority","GFL Environmental Inc","32"
"617","Oklahoma Municipal Power Authority","Utah Municipal Power Agency","19"
"618","Oklahoma State University","Utah State University","8"
"619","Oklahoma Transportation Authority","Domtar Corporation","25"
"620","Olam Americas, Inc.","SCA Americas, Inc.","7"
"621","Olam West Coast, Inc.","Lamb Weston, Inc","11"
"622","Old Dominion Electric Cooperative","Seminole Electric Cooperative Inc","16"
"623","Oldcastle Building Products","Quanex Building Products","11"
"624","Oldcastle Lawn and Garden","Waste Management","21"
"625","Oldcastle Materials, Inc.","Eagle Materials, Inc.","8"
"626","Olethorpe Power Corporation","Tesoro Corporation","13"
"627","Olin Corporation","Olin Corporation","0"
"628","Olmsted County","Rice County","9"
"629","Olympus Energy LLC","Talos Energy LLC","8"
"630","Olympus Power LLC","Tres Power LLC","9"
"631","Olympus Power, LLC","Tres Power LLC","10"
"632","Olympus Power, LLC.","Tres Power LLC","11"
"633","Omaha Public Power District","Tauber Oil","23"
"634","Omni Waste of Osceola County, LLC","United Coal Co LLC","23"
"635","Omya Inc.","One Gas Inc.","7"
"636","One Earth Energy, LLC","Seaboard Energy, LLC","11"
"637","Oneida Group","The Oneida Group Inc","8"
"638","Oneida Valley Midstream, LLC","Enlink Midstream, LLC","15"
"639","Oneida-Herkimer Solid Waste Management Authority","Three Rivers Solid Waste Management Authority","17"
"640","Onslow County","Robeson County","9"
"641","Optim Energy, LLC","UP Energy LLC","8"
"642","Optim Energy, LLC  c/o Competitive Power Ventures","Rock Energy Cooperative","38"
"643","Optima Specialty Steel","Shultz Steel Co","19"
"644","Optima Specialty Steel, Inc.","Spire Inc","21"
"645","Orange County","Rice County","8"
"646","Orange County Container Group LLC","Thermagen Power Group, LLC","21"
"647","Orange County Utilities - Solid Waste Division","Rome-Floyd County Solid Waste Commission","34"
"648","Orbital ATK Inc","Orbital ATK Inc","0"
"649","Orbital ATK Inc.","Orbital ATK Inc.","0"
"650","Orbital ATK, Inc","Orbital ATK, Inc","0"
"651","Order of Saint Benedict/Saint John's University","Trustees of Indiana University","33"
"652","Oregon State Board of Higher Education","State of Ohio","27"
"653","Origin Mining Co","Olin Corp","13"
"654","Orion Engineered Carbons LLC","Orion Engineered Carbons LLC","0"
"655","Orion Engineered Carbons, LLC","Orion Engineered Carbons, LLC","0"
"656","Orlando Utilities Commission","Northeast Utilities","23"
"657","Ormet Primary Aluminum Corporation","Olin Corporation","18"
"658","Orroyo Energy Investment Patners","Terra Energy Partners","19"
"659","Osaka Gas Energy America Corporation","OGE Energy Corporation","16"
"660","Osaka Gas Gateway Power LLC","TexGen Power LLC","19"
"661","Osaka Gas Gateway Power, LLC","TexGen Power, LLC","19"
"662","Osceola County, Florida","Rhea County, TN","16"
"663","Oswego County","Rice County","8"
"664","Oswego County Department of Solid Waste","San Diego County Department of Public Works","22"
"665","Otero Greentree Solid Waste Authority","Texoma Area Solid Waste Authority","16"
"666","Otter Creek Ethanol dba Poet Biorefining Ashton","Summit Ethanol dba POET Biorefining - Leipsic","34"
"667","Otter Tail Corporation","Otter Tail Corporation","0"
"668","Ottumwa-Wapello Solid Waste Commission","Rome-Floyd County Solid Waste Commission","24"
"669","Ottumwa/Wapello County Solid Waste Commission","Rome-Floyd County Solid Waste Commission","17"
"670","Outagamie County, Wisconsin","State of Wisconsin","15"
"671","Outokumpu Stainless","Statoil","16"
"672","Outrigger Energy II LLC","Steward Energy II LLC","10"
"673","Ovintiv USA Inc","Ovintiv USA Inc","0"
"674","Owens Corning","Owens Corning","0"
"675","Owens Corning, Inc.","Owens Corning, Inc.","0"
"676","Owens-Illinois, Inc","Owens-Illinois, Inc","0"
"677","Owens-Illinois, Inc.","Owens-Illinois, Inc.","0"
"678","Owensboro Grain Company, LLC","Tana Exploration Company, LLC","19"
"679","Owensboro Municipal Utilities","Sikeston Board of Municipal Utilities","16"
"680","Own Resources Operating LLC","Rosetta Resources Operating LP","13"
"681","Owwnes Corning , Inc","Owwnes Corning , Inc","0"
"682","Ox Paperboard LLC","St Paper LLC","9"
"683","Oxbow Carbon & Minerals Holdings, Inc.","Post Holdings, Inc.","23"
"684","Oxbow Carbon and Minerals Holdings, Inc.","Post Holdings, Inc.","25"
"685","Oxy","Oxy","0"
"686","Oxy Long Beach Inc.","Oxy Long Beach Inc.","0"
"687","Ozark Mountain Solid Waste District","Rivanna Solid Waste Authority","24"
"688","P H GLATFELTER CO","ATMEL CORP","13"
"689","P H Glatfelter Company - Chillicothe Facility","Spangler Companies Inc","37"
"690","P&S Project I, LLC","Solae, LLC","12"
"691","P-D Valmiera Glass USA Corp","Sasol USA Corp","19"
"692","P.H Glatfelter Corporation","Valero Corporation","12"
"693","P.H. Glatfelter","Pfizer","13"
"694","P66REX LLC","MPLX LP","9"
"695","PACIFIC AURORA LLC","PACIFIC ETHANOL","11"
"696","PACIFIC AURORA, LLC","PACIFIC ETHANOL","12"
"697","PACIFIC CENTURY MOTORS INC","PACIFIC ETHANOL INC","15"
"698","PACIFIC COAST BUILDING PRODUCTS","PAR PACIFIC HOLDINGS","21"
"699","PACIFIC COAST BUILDING PRODUCTS INC","JAMES HARDIE BUILDING PRODUCTS INC","19"
"700","PACIFIC COAST ENERGY CO LP","FIRSTENERGY CORP","14"
"701","PACIFIC COAST ENERGY HOLDINGS LLC","MID-AMERICAN ENERGY HOLDINGS CO","20"
"702","PACIFIC COAST PRODUCERS","PACIFIC ETHANOL","18"
"703","PACIFIC ETHANOL","PACIFIC ETHANOL","0"
"704","PACIFIC ETHANOL HOLDING CO LLC","PACIFIC ETHANOL INC","11"
"705","PACIFIC ETHANOL INC","PACIFIC ETHANOL INC","0"
"706","PACIFIC GAS & ELECTRIC CO","PACIFIC GAS & ELECTRIC CO","0"
"707","PACIFICORP","APA CORP","6"
"708","PACKAGING CORP OF AMERICA","PACKAGING CORP OF AMERICA","0"
"709","PACKAGING DYNAMICS CORP","ARCONIC CORP","15"
"710","PACKAGING DYNAMICS CORPORATION","APACHE CORPORATION","18"
"711","PADUCAH POWER SYSTEM","UAMPS","17"
"712","PAGE COUNTY","PG&E CORP","8"
"713","PAGE COUNTY VIRGINIA","PENN VIRGINIA CORP","14"
"714","PANCENTAL CGC HOLDINGS LLC","PLAINS GP HOLDINGS LP","15"
"715","PANDA ENERGY","COVANTA ENERGY","6"
"716","PANDA HUMMEL STATION LLC","SCI LLC","19"
"717","PANDA POWER FUNDS","DOW INC","14"
"718","PANDA SHERMAN POWER LLC","SABINAL ENERGY LLC","17"
"719","PANDA TEMPLE POWER II LLC","DOW INC","20"
"720","PANHANDLE EASTERN PIPE LINE CO","PEMBINA PIPELINE CORP","21"
"721","PANHANDLE EASTERN PIPE LINE COMPANY","DTE ENERGY COMPANY","23"
"722","PANHANDLE EASTERN PIPELINE COMPANY","DTE ENERGY COMPANY","22"
"723","PANOLAM INDUSTRIES INTERNATIONAL INC","HAYNES INTERNATIONAL INC","16"
"724","PANTHER CREEK PARTNERS","APACHE CORP","17"
"725","PANWEST NCA2 HOLDINGS LLC","PLAINS GP HOLDINGS LP","14"
"726","PAPERBOARD PARENT INC","PRAXAIR INC","14"
"727","PAPERWORKS INDUSTRIES INC","PPG INDUSTRIES INC","9"
"728","PAR PACIFIC HOLDINGS","PAR PACIFIC HOLDINGS","0"
"729","PAR PACIFIC HOLDINGS INC","PAR PACIFIC HOLDINGS","4"
"730","PARADIGM ENERGY PARTNERS LLC","MARKWEST ENERGY PARTNERS LP","15"
"731","PARADOX RESOURCES LLC","MATADOR RESOURCES CO","9"
"732","PARAGON ENERGY HOLDING , LLC","MID-AMERICAN ENERGY HOLDINGS CO","17"
"733","PARAGON ENERGY HOLDING LLC","MID-AMERICAN ENERGY HOLDINGS CO","15"
"734","PARALLEL ENERGY LP","PARSLEY ENERGY INC","10"
"735","PARALLEL PETROLEUM, LLC","SAGA PETROLEUM LLC","9"
"736","PARIS GENERATION LP","EDISON INTERNATIONAL","15"
"737","PARISH OF JEFFERSON DAVIS","HEI","22"
"738","PARISH OF WASHINGTON","GREIF INC","17"
"739","PARK FALLS INDUSTRIAL MANAGEMENT LLC","TAK INVESTMENT LLC","24"
"740","PARK PLACE DEVELOPEMENT INC","TALLGRASS DEVELOPMENT LP","19"
"741","PARK-OHIO HOLDINGS CORP","PARK-OHIO HOLDINGS CORP","0"
"742","PARKCHESTER SOUTH CONDOMINIUM","ARCHROCK INC","23"
"743","PARSLEY ENERGY INC","PARSLEY ENERGY INC","0"
"744","PASCO COUNTY","HARSCO CORP","9"
"745","PASCO COUNTY FLORIDA","HARSCO CORP","15"
"746","PASSAIC VALLEY SEWERAGE COMMISSIONERS","PARSLEY ENERGY INC","27"
"747","PATARA OIL & GAS LLC","SABINE OIL & GAS LLC","10"
"748","PATRIARCH PARTNERS LLC","DCP MIDSTREAM PARTNERS, LP","18"
"749","PATRIOT RENEWABLE FUELS LLC","GENERAL MOTORS LLC","23"
"750","PAXTON RESOURCES","PNM RESOURCES INC","9"
"751","PB LEINER USA CORP","ENTERGY CORP","12"
"752","PB NUTCLIF MASTER LLC","SCI LLC","16"
"753","PB Nutclif Master, LLC","Solae, LLC","16"
"754","PBF ENERGY CO LLC","PBF ENERGY INC","7"
"755","PBF ENERGY INC","PBF ENERGY INC","0"
"756","PBF Energy","Entergy","5"
"757","PBF Energy Company LLC","DTE Energy Company","10"
"758","PBF Holding Company LLC","SNF Holding Company","8"
"759","PCM (US) STEERING HOLDING INC","POST HOLDINGS INC","16"
"760","PCM (US) Steering Holding Inc.","US Silica Holdings Inc","18"
"761","PCM US STEERING HOLDING LLC","POST HOLDINGS INC","18"
"762","PCS NITROGEN FERTILIZER LP","PFIZER INC","22"
