"PARENT COMPANIES","REPORTING YEAR","GHG QUANTITY (METRIC TONS CO2e)"
"Ascend Performance Materials Holdings Inc (100%)",2021,548900
"Ascend Performance Materials Holdings Inc (100%)",2021,8564362
"B BRAUN MEDICAL US (100%)",2021,54744
"BASF CORP (100%)",2021,56133
"BASF CORP (100%)",2021,887918
"BASF CORP (100%)",2021,51448
"BASF CORP (100%)",2021,139758
"BASF CORP (100%)",2021,67802
"BASF CORP (100%)",2021,35763
"BASF CORP (100%)",2021,607042
"BASF CORP (100%)",2021,2061018
"BAYER US HOLDING LP (100%)",2021,42468
"BIOGEN INC (100%)",2021,29388
"BIRLA CARBON USA INC (100%)",2021,118959
"PHILLIPS 66 (100%)",2021,402002
"BP Products North America INC (100%)",2021,700972
"BRISTOL-MYERS SQUIBB CO (100%)",2021,53949
"BAYER US HOLDING LP (100%)",2021,68837
"BAYER US HOLDING LP (100%)",2021,74859
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2021,1753624
"BAYPORT POLYMERS LLC (100%)",2021,570316
"ORION ENGINEERED CARBONS LLC (100%)",2021,194652
"TOKAI CARBON CB LTD (100%)",2021,256012
"ORION ENGINEERED CARBONS LLC (100%)",2021,188243
"TOKAI CARBON CB LTD (100%)",2021,249409
"EMD ACQUISITION LLC (100%)",2021,27805
"CABOT CORP (100%)",2021,308672
"CABOT CORP (100%)",2021,290261
"KURARAY HOLDINGS USA INC (100%)",2021,43543
"CALUMET SPECIALTY PRODUCTS PARTNERS LP (100%)",2021,24668
"CALUMET SPECIALTY PRODUCTS PARTNERS LP (100%)",2021,14231
"CALUMET SPECIALTY PRODUCTS PARTNERS LP (100%)",2021,38819
"CARESTREAM HEALTH INC (100%)",2021,34894
"CF INDUSTRIES HOLDINGS INC (100%)",2021,9052754
"CF INDUSTRIES HOLDINGS INC (100%)",2021,2090197
"CF INDUSTRIES HOLDINGS INC (100%)",2021,2764238
"LYONDELLBASELL INDUSTRIES INC (100%)",2021,2071440
"THE CHEMOURS CO (100%)",2021,36864
"THE CHEMOURS CO (100%)",2021,49966
"THE CHEMOURS CO (100%)",2021,809374
"THE CHEMOURS CO (100%)",2021,84122
"THE CHEMOURS CO (100%)",2021,2688258
"THE CHEMOURS CO (100%)",2021,720938
"LSB INDUSTRIES INC (100%)",2021,459228
"CHEVRON CORP (50%); PHILLIPS 66 (50%)",2021,1268525
"CHEVRON CORP (50%); PHILLIPS 66 (50%)",2021,830499
"CHEVRON CORP (100%)",2021,1157816
"CHEVRON CORP (100%)",2021,544685
"CHS INC (100%)",2021,294067
"CHS INC (100%)",2021,360519
"CELANESE CORP (100%)",2021,771401
"CVR ENERGY INC (100%)",2021,1674020
"BIRLA CARBON USA INC (100%)",2021,266382
"CSRC USA CORP (100%)",2021,164020
"CSRC USA CORP (100%)",2021,294735
"CSRC USA CORP (100%)",2021,149183
"COVESTRO LCC (100%)",2021,24816
"COVORO MINING SOLUTIONS LLC (100%)",2021,35603
"CSL BEHRING LLC (100%)",2021,51125
"CYTEC INDUSTRIES INC (100%)",2021,40989
"CALUMET SPECIALTY PRODUCTS PARTNERS LP (100%)",2021,104482
"THE CHEMOURS CO (100%)",2021,63764
"THE CHEMOURS CO (100%)",2021,102603
"THE CHEMOURS CO (100%)",2021,350895
"CHEMTRADE LOGISTICS INC (100%)",2021,30939
"CHEVRON CORP (100%)",2021,140904
"CHEVRON CORP (93.1%); CHEVRON CORP (93.1%)",2021,896121
"CHEVRON CORP (50%); PHILLIPS 66 (50%)",2021,2334862
"DYNO NOBEL HOLDINGS USA INC (100%)",2021,452805
"CLARIANT CORP (100%)",2021,26104
"CLEAN HARBORS INC (100%)",2021,31870
"Sun Chemical (100%)",2021,31728
"CSTN HOLDINGS INC (100%)",2021,362117
"CORTEVA INC (100%)",2021,59700
"CORTEVA INC (100%)",2021,33912
"SABIC INNOVATIVE PLASTICS US LLC (50%); TOTAL HOLDINGS USA INC (50%)",2021,357751
"CRODA INTERNATIONAL PUBLIC LC (100%)",2021,42815
"DAIKIN HOLDINGS AMERICA INC (100%)",2021,723326
"DOW INC (100%)",2021,173780
"DOW INC (100%)",2021,4771060
"DSM HOLDING CO USA INC (100%)",2021,48343
"DUPONT DE NEMOURS INC (100%)",2021,95256
"DYNO NOBEL HOLDINGS USA INC (100%)",2021,384705
"DELTECH LLC (100%)",2021,86286
"GLENCOE CAPITAL (100%)",2021,44285
"DOW INC (100%)",2021,40169
"INTERNATIONAL FLAVORS & FRAGRANCES INC (100%)",2021,29037
"DYNO NOBEL HOLDINGS USA INC (100%)",2021,200645
"DYNO NOBEL HOLDINGS USA INC (100%)",2021,994103
"BRISTOL-MYERS SQUIBB CO (100%)",2021,36244
"ECOVYST INC (100%)",2021,35488
"LSB INDUSTRIES INC (100%)",2021,951492
"LSB INDUSTRIES INC (100%)",2021,130460
"ELEMENTIS GLOBAL LLC (100%)",2021,152469
"EMERALD PERFORMANCE MATERIALS LLC (100%)",2021,65256
"LYONDELLBASELL INDUSTRIES INC (100%)",2021,1217459
"LYONDELLBASELL INDUSTRIES INC (100%)",2021,25288
"LYONDELLBASELL INDUSTRIES INC (100%)",2021,334141
"LYONDELLBASELL INDUSTRIES INC (100%)",2021,500825
"LYONDELLBASELL INDUSTRIES INC (100%)",2021,1195449
"ERACHEM COMILOG INC (100%)",2021,47088
"ERCO (US) Holdings Inc (100%)",2021,25872
"ERGON INC (100%)",2021,72709
"ERGON INC (100%)",2021,18700
"EVONIK CORP (100%)",2021,78918
"EVONIK CORP (100%)",2021,158916
"EVONIK CORP (100%)",2021,29087
"EVONIK CORP (100%)",2021,52773
"EVONIK CORP (100%)",2021,72445
"EVONIK CORP (100%)",2021,40140
"EVONIK CORP (100%)",2021,31998
"EXXON MOBIL CORP (100%)",2021,60564
"EXXON MOBIL CORP (100%)",2021,79130
"WESTLAKE CHEMICAL CORP (100%)",2021,663208
"CVR ENERGY INC (100%)",2021,760206
"Eastman Chemical Co (100%)",2021,970309
"Eastman Chemical Co (100%)",2021,3684571
"EASTMAN CHEMICAL CO (100%)",2021,31547
"ECOVYST INC (100%)",2021,40378
"ELANCO US INC (100%)",2021,66115
"EMERY OLEOCHEMICALS LLC (100%)",2021,173372
"EXXON MOBIL CORP (100%)",2021,99178
"EXXON MOBIL CORP (100%)",2021,23588
"FORMOSA PLASTICS CORP USA (100%)",2021,331273
"FORMOSA PLASTICS CORP USA (100%)",2021,4985523
"FRESENIUS MEDICAL CARE HOLDINGS INC (100%)",2021,69746
"INEOS USA LLC (100%)",2021,118636
"KOCH INDUSTRIES INC (100%)",2021,1615797
"FUJIFILM HOLDINGS AMERICA CORP (100%)",2021,21689
"FUTUREFUEL CORP (100%)",2021,152388
"ROCHE HOLDINGS INC (100%)",2021,31048
"GLAXOSMITHKLINE SL HOLDINGS INC (100%)",2021,10271
"THE GOODYEAR TIRE & RUBBER CO (100%)",2021,38696
"WR GRACE & CO (100%)",2021,92765
"WR GRACE & CO (100%)",2021,151066
"INEOS USA LLC (100%)",2021,385660
"GREEN VALLEY CHEMICAL CORP (100%)",2021,64812
"GLAXOSMITHKLINE SL HOLDINGS INC (100%)",2021,8130
"BASIN ELECTRIC POWER COOPERATIVE (100%)",2021,3523412
"EXXON MOBIL CORP (50%); SABIC US HOLDINGS LP (50%)",2021,230483
"HOLLYFRONTIER CORP (100%)",2021,539441
"THE SINCLAIR COS (100%)",2021,302273
"HONEYWELL INTERNATIONAL INC (100%)",2021,43569
"HONEYWELL INTERNATIONAL INC (100%)",2021,444
"HONEYWELL INTERNATIONAL INC (100%)",2021,34681
"HONEYWELL INTERNATIONAL INC (100%)",2021,516571
"HUNT CRUDE OIL SUPPLY CO LLC (100%)",2021,190016
"HUNTSMAN PETROCHEMICAL LLC (100%)",2021,49710
"ICL SPECIALTY PRODUCTS NORTH AMERICA INC (100%)",2021,55137
"ICL SPECIALTY PRODUCTS NORTH AMERICA INC (100%)",2021,24636
"INTERNATIONAL FLAVORS & FRAGRANCES INC (100%)",2021,37657
"INEOS USA LLC (100%)",2021,63955
"INEOS USA LLC (100%)",2021,2607003
"INEOS USA LLC (100%)",2021,123412
"INEOS AMERICAS LLC (100%)",2021,83804
"INEOS PIGMENTS USA INC (100%)",2021,127197
"INEOS PIGMENTS USA INC (100%)",2021,324659
"INEOS US Chemicals CO (100%)",2021,136102
"INEOS US CHEMICALS CO (100%)",2021,121885
"INGEVITY CORP (100%)",2021,22563
"INGEVITY CORP (100%)",2021,59565
"INGEVITY CORP (100%)",2021,85996
"KOCH INDUSTRIES INC (100%)",2021,2215185
"KOCH INDUSTRIES INC (100%)",2021,706317
"KOCH INDUSTRIES INC (100%)",2021,141731
"ASHLAND GLOBAL HOLDINGS INC (100%)",2021,72056
"ASHLAND GLOBAL HOLDINGS INC (100%)",2021,123937
"ASHLAND GLOBAL HOLDINGS INC (100%)",2021,35751
"INDORAMA VENTURES USA HOLDINGS LP (100%)",2021,162171
"INDORAMA VENTURES USA HOLDINGS LP (100%)",2021,1353890
"INDORAMA VENTURES USA HOLDINGS LP (100%)",2021,42679
"INDORAMA VENTURES USA HOLDINGS LP (100%)",2021,275096
"INGEVITY CORP (100%)",2021,43837
"INGEVITY CORP (100%)",2021,34498
"IOWA FERTLIZER CO LLC (100%)",2021,1473228
"ITAFOS CONDA HOLDINGS (100%)",2021,130237
"JR SIMPLOT CO (100%)",2021,17844
"JR SIMPLOT CO (100%)",2021,118922
"JX NIPPON OIL & ENERGY USA INC (100%)",2021,42311
"MONUMENT CHEMICAL LLC (100%)",2021,16804
"KOCH INDUSTRIES INC (100%)",2021,2123972
"KOCH INDUSTRIES INC (100%)",2021,547948
"KOCH INDUSTRIES INC (100%)",2021,562544
"KRATON CORP (100%)",2021,21271
"Kensing LLC (100%)",2021,32722
"KOCH INDUSTRIES INC (100%)",2021,927741
"KOCH INDUSTRIES INC (100%)",2021,356957
"KOPPERS INC (100%)",2021,1174
"KOPPERS INC (100%)",2021,51893
"KRATON CORP (100%)",2021,50563
"LOTTE CHEMICAL USA CORP (68.83%); WESTLAKE CHEMICAL CORP (31.17%)",2021,697660
"TUMBLEWEED MIDSTREAM LLC (100%)",2021,25346
"LANXESS CORP (100%)",2021,172069
"LANXESS CORP (100%)",2021,44807
"LANXESS CORP (100%)",2021,29223
"LANXESS CORP (100%)",2021,21822
"LYONDELLBASELL INDUSTRIES INC (100%)",2021,59343
"ELI LILLY & CO (100%)",2021,22455
"LINDE INC (100%)",2021,157554
"LINDE INC (100%)",2021,1580865
"LINDE INC (100%)",2021,557710
"LINDE INC (100%)",2021,69657
"LINDE INC (100%)",2021,435115
"DELEK US HOLDINGS INC (100%)",2021,28814
"CONTRAN CORP (50%); VENATOR MATERIALS LLC (50%)",2021,268982
"BERKSHIRE HATHAWAY INC (100%)",2021,20436
"BERKSHIRE HATHAWAY INC (100%)",2021,30038
"BERKSHIRE HATHAWAY INC (100%)",2021,110717
"LYONDELLBASELL INDUSTRIES INC (100%)",2021,343258
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2021,722198
"PDV AMERICA INC (100%)",2021,37746
"LINDE INC (100%)",2021,56448
"LINDE INC (100%)",2021,749810
"LINDE INC (100%)",2021,114251
"LINDE INC (100%)",2021,913572
"LINDE INC (100%)",2021,784093
"LINDE INC (100%)",2021,32168
"LINDE INC (100%)",2021,345235
"LINDE INC (100%)",2021,444330
"LINDE GAS NORTH AMERICA LLC (100%)",2021,1449348
"LINDE INC (100%)",2021,937008
"LINDE INC (100%)",2021,166542
"LINDE INC (100%)",2021,25354
"LINDE INC (100%)",2021,220248
"LINDE INC (100%)",2021,412035
"MARATHON PETROLEUM CORP (100%)",2021,910742
"LYONDELLBASELL INDUSTRIES INC (50%); SASOL USA CORP (50%)",2021,1001388
"MALLINCKRODT ENTERPRISES HOLDINGS INC (100%)",2021,26059
"MARTIN MIDSTREAM PARTNERS LP (100%)",2021,20304
"MEGLOBAL AMERICAS INC (100%)",2021,231506
"MERCK & CO INC (100%)",2021,86166
"MERCK & CO INC (100%)",2021,42283
"MESSER NORTH AMERICA INC (100%)",2021,954
"MEXICHEM FLUOR INC (100%)",2021,61566
"MONUMENT CHEMICAL LLC (100%)",2021,57399
"K+S MONTANA HOLDINGS LLC (100%)",2021,81736
"MOM HOLDING CO (100%)",2021,34459
"MARATHON PETROLEUM CORP (100%)",2021,37243
"MARATHON PETROLEUM CORP (100%)",2021,52436
"MATHESON TRI-GAS INC (100%)",2021,57526
"MATHESON TRI-GAS INC (100%)",2021,399135
"MATHESON TRI-GAS INC (100%)",2021,101657
"MATHESON TRI-GAS INC (100%)",2021,99322
"MATHESON TRI-GAS INC (100%)",2021,100480
"MATHESON TRI-GAS INC (100%)",2021,68531
"MERCK & CO INC (100%)",2021,245526
"METHANEX USA LLC (100%)",2021,1029986
"MONUMENT CHEMICAL LLC (100%); MONUMENT CHEMICAL LLC (100%)",2021,60277
"THE MOSAIC CO (100%)",2021,176606
"THE MOSAIC CO (100%)",2021,25297
"THE MOSAIC CO (100%)",2021,49206
"THE MOSAIC CO (100%)",2021,228040
"THE MOSAIC CO (100%)",2021,125752
"THE MOSAIC CO (100%)",2021,106865
"ARAMCO SERVICES CO (100%)",2021,1006236
"HOLLYFRONTIER CORP (100%)",2021,108384
"NE Nitro Geneva LLC (100%)",2021,61978
"CABOT CORP (100%)",2021,102161
"CABOT CORP (100%)",2021,6863
"COMPASS MINERALS INTERNATIONAL INC (100%)",2021,52866
"Nouryon Surface Chemistry LLC (100%)",2021,45640
"NC HOLDINGS USA INC (88.46%); SABIC INNOVATIVE PLASTICS US LLC (11.54%)",2021,584117
"NOVARTIS CORP (100%)",2021,15167
"FIREWATER LLC (100%)",2021,553349
"RINCON LTD (100%)",2021,49309
"SHELL PETROLEUM INC (100%)",2021,222257
"ABBVIE INC (100%)",2021,66123
"AKZO NOBEL INC (100%)",2021,27953
"NOURYON CHEMICALS LLC (100%)",2021,32412
"NUMAKE-2 LLC (100%)",2021,1116
"OCCIDENTAL PETROLEUM CORP (100%)",2021,61626
"OCCIDENTAL PETROLEUM CORP (100%)",2021,153604
"OCCIDENTAL PETROLEUM CORP (100%)",2021,42653
"OCCIDENTAL PETROLEUM CORP (100%)",2021,1789102
"OCI PARTNERS LP (100%)",2021,779097
"OXEA CORP (100%)",2021,368337
"OCCIDENTAL PETROLEUM CORP (100%)",2021,91571
"OCCIDENTAL PETROLEUM CORP (100%)",2021,1172470
"OCCIDENTAL PETROLEUM CORP (100%)",2021,121582
"OLIN CORP (100%)",2021,1975286
"OLIN CORP (100%)",2021,16628
"OLIN CORP (100%)",2021,8673
"OLIN CORP (100%)",2021,41709
"ORION ENGINEERED CARBONS LLC (100%)",2021,177667
"ORION ENGINEERED CARBONS LLC (100%)",2021,147732
"BAYER US HOLDING LP (100%)",2021,478490
"CABOT CORP (100%)",2021,156864
"PB LEINER USA CORP (100%)",2021,24187
"PCS NITROGEN FERTILIZER LP (100%)",2021,1458823
"POTASH HOLDING CO INC (100%)",2021,1877928
"PCS NITROGEN FERTILIZER LP (100%)",2021,1730841
"POTASH CORP OF SASKATCHEWAN USA (100%)",2021,327370
"ARCTIC SLOPE REGIONAL CORP (100%)",2021,22652
"PFIZER INC (100%)",2021,90841
"PHILLIPS 66 (100%)",2021,305325
"PMC GROUP INC (100%)",2021,99431
"PPG INDUSTRIES INC (100%)",2021,82618
"PQ Corp (100%)",2021,24306
"LSB INDUSTRIES INC (100%)",2021,316836
"ENTERPRISE PRODUCTS PARTNERS LP (100%)",2021,57883
"THERMO FISHER SCIENTIFIC INC (100%)",2021,26942
"PBF ENERGY INC (100%)",2021,29028
"Perstorp Polyols (100%)",2021,38333
"PFIZER INC (100%)",2021,47872
"Viatris Inc (100%)",2021,27448
"PHILLIPS 66 (100%)",2021,121776
"PHILLIPS 66 (100%)",2021,290529
"PHILLIPS 66 (100%)",2021,350485
"PHILLIPS 66 (100%)",2021,145999
"DRT America Inc (100%)",2021,54994
"TATE & LYLE INGREDIENTS AMERICAS LLC (100%)",2021,26989
"THE PROCTER & GAMBLE CO (81.3%); DTE ENERGY CO (18.7%)",2021,102796
"PROMAN USA INC (100%)",2021,63914
"PAR PACIFIC HOLDINGS INC (100%)",2021,92554
"RENEWABLE ENERGY GROUP INC (100%)",2021,33170
"DOW INC (100%)",2021,270414
"HUNTSMAN CORP (50%); LANXESS CORP (50%)",2021,64131
"ROUSSELOT INC (100%)",2021,43073
"DOW INC (100%)",2021,719553
"PHILLIPS 66 (100%)",2021,93004
"SAN JOAQUIN REFINING CO INC (100%)",2021,31263
"SANOFI PASTEUR INC (100%)",2021,41035
"SAVANNAH RIVER NUCLEAR SOLUTIONS LLC (100%)",2021,24507
"SC JOHNSON & SON INC (100%)",2021,26854
"SHELL PETROLEUM INC (100%)",2021,1064089
"CK TECHNOLOGIES INC (100%)",2021,903858
"SK CAPITAL PARTNERS LP (100%)",2021,76610
"SI GROUP USA HOLDINGS (USHA) CORP (100%)",2021,59306
"JR SIMPLOT CO (100%)",2021,396816
"SNF HOLDING CO (100%)",2021,65000
"EASTMAN CHEMICAL CO (100%)",2021,5711
"SOLVAY HOLDING INC (100%)",2021,58272
"STEPAN CO (100%)",2021,34825
"SUNCOR ENERGY (USA) INC (100%)",2021,194305
"SYNGENTA CORP (100%)",2021,56511
"SASOL USA CORP (100%)",2021,57148
"SASOL USA CORP (100%)",2021,959351
"SHELL PETROLEUM INC (100%)",2021,40211
"SHELL PETROLEUM INC (50%); SHELL PETROLEUM INC (50%)",2021,76885
"SOLVAY HOLDING INC (100%)",2021,32886
"SOLVAY HOLDING INC (100%)",2021,64108
"SPRAY PRODUCTS CORP (100%)",2021,5
"DOW INC (100%)",2021,2685456
"MARATHON PETROLEUM CORP (100%)",2021,71162
"SYMRISE INC (100%)",2021,21819
"SYMRISE INC (100%)",2021,19226
"EASTMAN CHEMICAL CO (100%)",2021,48021
"EASTMAN CHEMICAL CO (100%)",2021,35582
"CF INDUSTRIES HOLDINGS INC (100%)",2021,1246631
"MARATHON PETROLEUM CORP (100%)",2021,84952
"CELANESE CORP (100%)",2021,427458
"PBF ENERGY INC (100%)",2021,990475
"SK CAPITAL PARTNERS LP (100%)",2021,580945
"TRADEMARK NITROGEN CORP (100%)",2021,25740
"TRECORA RESOURCES (100%)",2021,84966
"TRONOX INC (100%)",2021,375359
"THE MOSAIC CO (100%)",2021,594024
"Tate & Lyle Sucralose, LLC (100%)",2021,95325
"Teknor Apex (100%)",2021,28143
"DOW INC (100%)",2021,1968824
"TRAMMO INC (100%)",2021,95035
"US GOVERNMENT (%)",2021,9165
"DOW INC (100%)",2021,754360
"DOW INC (100%)",2021,115753
"HONEYWELL UOP (100%)",2021,23022
"HONEYWELL INTERNATIONAL INC (100%)",2021,45902
"DAVIS MINING & MANUFACTURING INC (100%)",2021,135127
"DOW INC (100%)",2021,1024
"RED APPLE GROUP INC (100%)",2021,41561
"VALERO ENERGY CORP (100%)",2021,401831
"VALERO ENERGY CORP (100%)",2021,366470
"VALERO ENERGY CORP (100%)",2021,861511
"VALERO ENERGY CORP (100%)",2021,115311
"VALERO ENERGY CORP (100%)",2021,142568
"VANTAGE SPECIALTY CHEMICALS INC (100%)",2021,47856
"CF INDUSTRIES HOLDINGS INC (100%)",2021,2808146
"VALERO ENERGY CORP (100%)",2021,564087
"VEOLIA ENVIRONMENTAL SERVICES NORTH AMERICA CORP (100%)",2021,41669
"VERSUM MATERIALS INC (100%)",2021,608051
"VERTELLUS HOLDINGS LLC (100%)",2021,64820
"WR GRACE & CO (100%)",2021,21491
"WR GRACE & CO (100%)",2021,25852
"WASHINGTON MILLS GROUP INC (100%)",2021,102602
"WESTLAKE CHEMICAL CORP (100%)",2021,919205
"WESTLAKE CHEMICAL CORP (100%)",2021,161715
"WESTLAKE CHEMICAL CORP (100%)",2021,245115
"WESTLAKE CHEMICAL CORP (100%)",2021,494237
"PHILLIPS 66 (100%)",2021,905744
"WESTLAKE CHEMICAL CORP (100%)",2021,61141
"WESTLAKE CHEMICAL CORP (100%)",2021,1164519
"WESTLAKE CHEMICAL CORP (83%); ENTERGY CORP (17%)",2021,1552519
"PHOSPHATE HOLDINGS INC (100%)",2021,74744
"3M CO (100%)",2020,44016
"3M CO (100%)",2020,656993
"3M CO (100%)",2020,15493
"ABBVIE INC (100%)",2020,64383
"ADA CARBON SOLUTIONS LLC (100%)",2020,194427
"ADVANSIX INC (100%)",2020,1181516
"GEVO INC (100%)",2020,5561
"AGRIUM US INC (100%)",2020,955608
"AGRIUM US INC (100%)",2020,145127
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2020,556606
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2020,367763
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2020,203358
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2020,4217
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2020,398199
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2020,349269
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2020,881232
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,642857
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,569828
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,56325
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,199762
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,526495
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,87289
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,123065
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,790407
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,48575
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,109272
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,507838
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,705789
"ALBEMARLE CORP (100%)",2020,46683
"ALBEMARLE CORP (100%)",2020,80774
"ALTIVIA SERVICES LLC (100%)",2020,79412
"ALTIVIA CORP (100%)",2020,48315
"ARKEMA DELAWARE INC (50%); NIPPON SHOKUBAI AMERICA INDUSTRIES INC (50%)",2020,83201
"CHEVRON CORP (50%); TRINSEO (50%)",2020,670040
"AMGEN INC (100%)",2020,49617
"ARUBA INVESTMENTS INC (100%)",2020,118437
"FREEPORT-MCMORAN INC (50%); SOUTHWEST ENERGY LLC (50%)",2020,442395
"ARKEMA DELAWARE INC (100%)",2020,64880
"ARKEMA DELAWARE INC (100%)",2020,84881
"ARKEMA DELAWARE INC (100%)",2020,614181
"Ascend Performance Materials Holdings Inc (100%)",2020,598487
"TOKAI CARBON CB (100%)",2020,267311
"ADVANSIX INC (100%)",2020,164594
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2020,61784
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2020,502110
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,239321
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,1001689
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,180835
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,377657
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,2423361
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,913553
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,703829
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,392799
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,806336
"AIR PRODUCTS & CHEMICALS INC (100%)",2020,102215
"AIRGAS INC (100%)",2020,4004
"ALBEMARLE CORP (100%)",2020,111195
"ALCON LABORATORIES INC (100%)",2020,29741
"ALPONT LLC (100%)",2020,47333
"Ascend Performance Materials Holdings Inc (100%)",2020,464765
"Ascend Performance Materials Holdings Inc (100%)",2020,9192387
"B BRAUN MEDICAL US (100%)",2020,53130
"BASF CORP (100%)",2020,42712
"BASF CORP (100%)",2020,733546
"BASF CORP (100%)",2020,39802
"BASF CORP (100%)",2020,64421
"BASF CORP (100%)",2020,132421
"BASF CORP (100%)",2020,35948
"BASF CORP (100%)",2020,667812
"BASF CORP (100%)",2020,1551308
"BAYER US Holding LP (100%)",2020,41936
"BIOGEN INC (100%)",2020,27101
"BIRLA CARBON USA INC (100%)",2020,95182
"PHILLIPS 66 (100%)",2020,940528
"BP AMERICA INC (100%)",2020,690327
"BRISTOL-MYERS SQUIBB CO (100%)",2020,51381
"Bayer US Holding LP (100%)",2020,69934
"BAYER US HOLDING LP (100%)",2020,81903
"AMERICAN AIR LIQUIDE HOLDINGS INC (100%)",2020,1904079
"ORION ENGINEERED CARBONS LLC (100%)",2020,162893
"TOKAI CARBON CB (100%)",2020,224424
"ORION ENGINEERED CARBONS LLC (100%)",2020,151982
"TOKAI CARBON CB (100%)",2020,216629
"EMD ACQUISITION LLC (100%)",2020,28704
"CABOT CORP (100%)",2020,317047
"CABOT CORP (100%)",2020,230806
"KURARAY HOLDINGS USA INC (100%)",2020,49831
"CALUMET SPECIALTY PRODUCTS PARTNERS LP (100%)",2020,23301
"CALUMET SPECIALTY PRODUCTS PARTNERS LP (100%)",2020,15756
"CALUMET SPECIALTY PRODUCTS PARTNERS LP (100%)",2020,48758
"CARESTREAM HEALTH INC (100%)",2020,30517
"CF INDUSTRIES HOLDINGS INC (100%)",2020,9236778
"CF INDUSTRIES HOLDINGS INC (100%)",2020,2423738
"CF INDUSTRIES HOLDINGS INC (100%)",2020,2888939
"LYONDELLBASELL INDUSTRIES INC (100%)",2020,2063079
"THE CHEMOURS CO (100%)",2020,19304
"THE CHEMOURS CO (100%)",2020,55587
"THE CHEMOURS CO (100%)",2020,599080
"THE CHEMOURS CO (100%)",2020,106400
"THE CHEMOURS CO (100%)",2020,2116995
"THE CHEMOURS CO (100%)",2020,849773
"LSB INDUSTRIES INC (100%)",2020,450960
"CHEVRON CORP (50%); PHILLIPS 66 (50%)",2020,1243346
"CHEVRON CORP (50%); PHILLIPS 66 (50%)",2020,889020
"CHEVRON CORP (100%)",2020,1244523
"CHEVRON CORP (100%)",2020,525602
"CHS INC (100%)",2020,299762
"CHS INC (100%)",2020,368802
"CELANESE CORP (100%)",2020,963979
"CVR ENERGY INC (100%)",2020,1689229
"BIRLA CARBON USA INC (100%)",2020,269914
"CSRC USA CORP (100%)",2020,144385
"CSRC USA CORP (100%)",2020,191992
"CSRC USA CORP (100%)",2020,147107
"COVESTRO LCC (100%)",2020,25713
"THE CHEMOURS CO (100%)",2020,34135
"CSL BEHRING LLC (100%)",2020,46448
"CYTEC INDUSTRIES INC (100%)",2020,40203
"CALUMET SPECIALTY PRODUCTS PARTNERS LP (100%)",2020,102395
"THE CHEMOURS CO (100%)",2020,62952
"THE CHEMOURS CO (100%)",2020,87176
"THE CHEMOURS CO (100%)",2020,309990
"CHEMTRADE LOGISTICS INC (100%)",2020,31799
"CHEVRON CORP (100%)",2020,137035
"CHEVRON CORP (93.1%); CHEVRON CORP (6.9%)",2020,801604
"CHEVRON CORP (100%)",2020,2191964
"DYNO NOBEL HOLDINGS USA INC (100%)",2020,432358
"CLARIANT CORP (100%)",2020,27780
"CLEAN HARBORS INC (100%)",2020,32870
"CVR ENERGY INC (100%)",2020,5111
"BASF CORP (100%)",2020,31314
"CSTN HOLDINGS INC (100%)",2020,377762
"CORTEVA INC (100%)",2020,56791
"CORTEVA INC (100%)",2020,40856
"SABIC INNOVATIVE PLASTICS US LLC (50%); TOTAL HOLDINGS USA INC (50%)",2020,350925
"CRODA INTERNATIONAL PUBLIC LC (100%)",2020,34265
"DAIKIN HOLDINGS AMERICA INC (100%)",2020,483839
"DOW INC (100%)",2020,160043
"DOW INC (100%)",2020,4615349
"DSM HOLDING CO USA INC (100%)",2020,50108
